Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

12:38:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:42:05 AM  all   41.59    0.00   13.97   28.65    0.00    1.69    0.00    0.00    0.00   14.10
12:42:06 AM  all   46.99    0.00   32.56   12.24    0.00    1.93    0.00    0.00    0.00    6.27
12:42:07 AM  all   48.49    0.00   11.52   21.68    0.00    1.60    0.00    0.00    0.00   16.71
12:42:08 AM  all   41.73    0.00    9.37   24.79    0.00    1.44    0.00    0.00    0.00   22.67
12:42:09 AM  all   29.09    0.00    8.38   34.24    0.00    1.08    0.00    0.00    0.00   27.21
12:42:10 AM  all   45.22    0.00   13.78   24.93    0.00    1.49    0.00    0.00    0.00   14.57
12:42:11 AM  all   29.38    0.00   25.08   29.95    0.00    1.37    0.00    0.00    0.00   14.22
12:42:12 AM  all   27.49    0.00    9.33   40.11    0.00    1.13    0.00    0.00    0.00   21.95
12:42:13 AM  all   21.77    0.00    9.80   46.53    0.00    1.02    0.00    0.00    0.00   20.88
12:42:14 AM  all   29.47    0.00   16.04   38.37    0.04    1.50    0.00    0.00    0.00   14.58
12:42:15 AM  all   28.25    0.00   10.76   38.65    0.00    1.57    0.00    0.00    0.00   20.76
12:42:16 AM  all   34.37    0.00   20.64   29.45    0.00    1.73    0.00    0.00    0.00   13.82
12:42:17 AM  all   21.14    0.00    9.71   46.37    0.00    1.37    0.00    0.00    0.00   21.41
12:42:18 AM  all   15.31    0.00    8.34   48.74    0.00    0.71    0.00    0.00    0.00   26.90
12:42:19 AM  all   23.21    0.00    8.20   45.57    0.00    0.94    0.00    0.00    0.00   22.09
12:42:20 AM  all   33.21    0.00   15.13   28.09    0.00    2.04    0.00    0.00    0.00   21.52
12:42:21 AM  all   36.44    0.00   16.14   22.65    0.00    1.18    0.00    0.00    0.00   23.60
12:42:22 AM  all   33.65    0.00   21.17   29.67    0.00    2.15    0.00    0.00    0.00   13.37
