       p2p2       
 KB/s in  KB/s out
  683.06    985.73
 1087.85   1496.66
 1259.51   1530.61
 2081.01   1399.33
 1280.38   1477.96
  916.01   1310.56
 1006.99   1291.47
 1879.82   1716.22
 1333.17   1546.82
 1294.40   1224.17
  925.39   1260.51
  989.19   1292.60
 1580.78   1648.70
 1939.11   1403.50
  962.12   1241.01
  958.21   1321.33
 1031.89   1488.18
 1329.75   1614.21
       p2p2       
 KB/s in  KB/s out
 2029.64   1477.98
 1289.10   1397.71
  970.50   1296.34
 1046.63   1329.42
 1669.31   1491.48
 1535.01   1586.35
 1263.85   1259.60
  814.47   1213.49
  806.89   1164.87
 1132.00   1408.79
 2362.70   1750.07
 1282.25   1483.70
 1011.40   1348.90
 1189.21   1456.78
 1781.22   1678.81
 1817.48   1424.71
 1102.10   1486.19
 1056.29   1409.51
  796.49   1129.15
 1331.00   1601.59
 2201.14   1616.05
 1301.92   1350.39
       p2p2       
 KB/s in  KB/s out
  921.39   1271.88
 1082.31   1365.11
 1663.68   1591.59
 1951.57   1619.15
  927.52   1280.30
 1038.88   1397.84
 1075.93   1472.59
 1287.17   1531.01
 2285.65   1694.63
 1350.69   1416.92
 1057.98   1368.47
 1141.51   1396.37
 1660.02   1556.26
 1410.61   1440.94
 1573.99   1624.75
 1028.52   1372.37
  953.91   1354.15
 1482.11   1751.03
 2179.72   1535.93
 1161.39   1234.21
  798.49   1177.91
 1056.55   1285.07
       p2p2       
 KB/s in  KB/s out
 1873.80   1745.43
 1973.89   1679.86
 1132.42   1517.93
  970.90   1313.04
 1044.63   1411.01
 1580.21   1621.81
 1955.50   1392.02
 1226.24   1556.45
  991.02   1374.83
  858.86   1296.22
 1569.93   1856.88
 2131.37   1491.82
 1176.06   1328.93
 1346.03   1669.98
 1024.25   1357.01
 1645.19   1689.38
 1758.14   1355.17
  923.51   1238.59
 1113.31   1504.09
 1042.26   1453.22
 1479.29   1824.81
 2063.36   1413.57
       p2p2       
 KB/s in  KB/s out
 1382.02   1430.73
  785.14   1196.13
 1209.75   1412.98
 1694.09   1625.15
 1945.92   1574.76
  900.37   1308.03
  885.09   1218.35
  844.38   1212.30
 1432.10   1782.89
 2129.15   1555.15
 1413.67   1534.10
  843.30   1221.60
 1066.94   1257.18
 1831.62   1843.47
 1846.71   1453.12
  916.90   1378.88
 1033.09   1476.58
  961.12   1355.83
 1575.73   1865.05
 1966.56   1332.05
  968.12   1142.16
  903.77   1198.06
       p2p2       
 KB/s in  KB/s out
 1287.78   1537.61
 1830.43   1779.12
 1909.35   1621.37
 1033.63   1462.94
  971.48   1454.74
  940.54   1308.39
 1263.14   1545.24
 2270.32   1605.35
 1178.65   1337.89
 1087.48   1452.95
 1300.75   1455.70
 1184.02   1694.56
 1915.83   1359.40
 1307.03   1347.68
  892.41   1285.50
 1164.10   1437.78
 1506.18   1593.15
 1989.40   1502.03
  997.15   1331.91
  784.67   1165.77
  944.58   1243.37
 1522.09   1792.23
       p2p2       
 KB/s in  KB/s out
 2306.42   1839.35
 1135.65   1157.05
  640.79    623.80
  909.91    767.23
 1289.17    965.36
  955.03    387.27
  856.82    849.56
  589.96    570.24
  616.65    601.15
  767.62    767.06
  596.78    601.24
  446.26    531.17
  875.28   1148.59
 1072.46   1425.80
 1478.99   1662.63
 1984.15   1540.46
  820.15   1233.23
  871.41   1212.73
 1356.82   1639.24
 1142.79   1544.00
 2174.37   1530.22
 1184.82   1324.00
       p2p2       
 KB/s in  KB/s out
 1084.37   1451.10
 1343.83   1591.03
 1613.06   1591.75
 1782.47   1357.97
  891.50   1217.22
  952.61   1286.36
 1104.09   1449.00
 1316.14   1782.44
 2209.31   1619.60
 1247.38   1447.55
  904.81   1207.37
 1043.84   1395.31
 1831.50   1781.07
 1909.83   1496.60
  907.27   1279.17
  860.73   1208.57
  847.94   1259.88
 1391.44   1706.82
 2215.44   1553.82
  997.37   1133.89
 1021.61   1384.22
 1083.78   1329.11
       p2p2       
 KB/s in  KB/s out
 1685.99   1606.62
 1980.81   1573.34
  768.15   1195.21
  856.32   1266.83
 1102.79   1408.92
 1316.66   1738.88
 2267.11   1682.81
 1237.28   1306.20
  830.98   1311.24
 1183.16   1489.22
 1604.22   1691.29
 1880.19   1463.14
 1092.90   1454.88
  923.09   1284.37
 1170.35   1539.91
 1175.75   1546.03
 2193.15   1657.80
 1287.43   1443.55
  918.95   1265.95
  816.61   1138.95
 1523.83   1883.35
 2181.60   1475.54
       p2p2       
 KB/s in  KB/s out
 1054.35   1275.00
 1032.01   1408.48
 1013.12   1257.51
 2003.83   1918.83
 1620.84   1326.24
  952.24   1339.04
  938.30   1332.48
 1168.10   1501.15
 1417.71   1736.40
 2279.00   1410.33
 1081.74   1417.46
 1123.10   1416.20
 1229.54   1546.38
 2037.10   1719.02
 1695.87   1645.57
 1154.46   1508.91
  886.59   1260.55
  984.34   1286.41
 1749.70   1909.30
 2147.53   1586.78
  942.02   1369.64
 1143.20   1478.41
       p2p2       
 KB/s in  KB/s out
 1061.96   1241.09
 2242.22   1816.73
 1073.69   1433.62
 1387.28   1643.08
 1044.23   1400.44
 1113.40   1323.19
 1525.02   1613.60
 2017.55   1513.03
 1006.58   1309.94
  922.69   1304.82
 1411.12   1577.67
 1543.35   1660.05
 1696.57   1620.60
 1213.55   1301.12
  903.86   1220.29
 1271.56   1457.98
 1706.35   1747.56
 1816.83   1347.81
 1163.67   1534.70
 1042.05   1444.51
 1163.07   1411.97
 1639.98   1615.18
       p2p2       
 KB/s in  KB/s out
 1702.31   1639.94
 1298.76   1331.41
 1197.42   1590.29
