Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.07    0.00    3.56    2.08    0.00   84.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdh               0.00    21.00    0.00   72.00     0.00 60140.00  1670.56     4.18   58.00    0.00   58.00  13.83  99.60
sdi               0.00    22.00    0.00   79.00     0.00 68184.00  1726.18     3.21   44.20    0.00   44.20  12.46  98.40
sdl               0.00    10.00    0.00   45.00     0.00 33548.00  1491.02     1.45   32.27    0.00   32.27  12.27  55.20
sdj               0.00     8.00    0.00   41.00     0.00 30940.00  1509.27     1.73   42.15    0.00   42.15  11.22  46.00
sdk               0.00    12.00    0.00   39.00     0.00 38032.00  1950.36     1.31   34.36    0.00   34.36  14.56  56.80
sdm               0.00    28.00    0.00   95.00     0.00 81708.00  1720.17     4.82   51.37    0.00   51.37  10.32  98.00
sdo               0.00     8.00    0.00   43.00     0.00 31464.00  1463.44     0.98   22.88    0.00   22.88  13.21  56.80
sdn               0.00    10.00    0.00   64.00     0.00 45172.00  1411.62     2.32   36.12    0.00   36.12  10.62  68.00
sdp               0.00    24.00    0.00   79.00     0.00 72856.00  1844.46     4.20   53.22    0.00   53.22  12.51  98.80
sdr               0.00    22.00    0.00   86.00     0.00 72112.00  1677.02     4.47   53.67    0.00   53.67  11.53  99.20
sds               0.00    13.00    0.00   46.00     0.00 39384.00  1712.35     3.24   68.35    0.00   68.35  21.57  99.20
sdt               0.00    23.00    0.00   60.00     0.00 60172.00  2005.73     3.31   55.33    0.00   55.33  16.40  98.40
sdq               0.00     9.00    0.00   52.00     0.00 35632.00  1370.46     1.86   36.23    0.00   36.23  11.00  57.20
sdv               0.00    19.00    0.00   83.00     0.00 65268.00  1572.72     3.51   44.24    0.00   44.24  10.27  85.20
sdw               0.00    12.00    0.00   62.00     0.00 45172.00  1457.16     2.73   49.42    0.00   49.42  11.74  72.80
sdu               0.00     8.00    0.00   41.00     0.00 30940.00  1509.27     1.03   25.07    0.00   25.07  13.95  57.20
sdy               0.00    18.00    0.00   61.00     0.00 52132.00  1709.25     2.86   46.49    0.00   46.49  12.13  74.00
sdx               0.00    26.00    0.00   77.00     0.00 73544.00  1910.23     3.92   51.01    0.00   51.01  12.94  99.60
sdz               0.00    16.00    0.00   13.00     0.00   840.00   129.23     0.14   11.08    0.00   11.08  10.15  13.20
dm-0              0.00     0.00    0.00   29.00     0.00   840.00    57.93     0.33   11.31    0.00   11.31   4.55  13.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          50.35    0.00   20.75   10.63    0.00   18.27

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    24.00    0.00   76.00     0.00 59756.00  1572.53     5.52   55.42    0.00   55.42  11.95  90.80
sdb               0.00    20.00    0.00   56.00     0.00 40688.00  1453.14     5.04   67.57    0.00   67.57  13.71  76.80
sdc               0.00    14.00    0.00   64.00     0.00 44120.00  1378.75     4.38   48.81    0.00   48.81  15.00  96.00
sdd               0.00    16.00    0.00   58.00     0.00 49164.00  1695.31     3.79   56.48    0.00   56.48  17.17  99.60
sde               0.00    24.00    0.00   73.00     0.00 55856.00  1530.30     4.30   52.33    0.00   52.33  11.95  87.20
sdf               0.00    20.00    0.00   70.00     0.00 57012.00  1628.91     4.58   58.40    0.00   58.40  14.23  99.60
sdg               0.00    21.00    0.00   73.00     0.00 59484.00  1629.70     4.42   49.86    0.00   49.86  13.42  98.00
sdh               0.00    31.00    0.00   72.00     0.00 65196.00  1811.00     5.88   68.06    0.00   68.06  13.78  99.20
sdi               0.00     7.00    0.00   51.00     0.00 34852.00  1366.75     2.29   37.88    0.00   37.88  13.41  68.40
sdl               0.00    14.00    0.00   57.00     0.00 40572.00  1423.58     3.34   54.11    0.00   54.11  14.88  84.80
sdj               0.00     7.00    1.00   37.00     4.00 24040.00  1265.47     1.84   43.26   28.00   43.68  19.79  75.20
sdk               0.00     8.00    1.00   35.00     8.00 22244.00  1236.22     2.91   69.44   32.00   70.51  17.11  61.60
sdm               0.00    18.00    0.00   69.00     0.00 55644.00  1612.87     4.04   53.74    0.00   53.74  13.86  95.60
sdo               0.00     9.00    0.00   24.00     0.00 18412.00  1534.33     2.04   70.83    0.00   70.83  23.00  55.20
sdn               0.00    18.00    0.00   70.00     0.00 53472.00  1527.77     4.90   60.51    0.00   60.51  13.66  95.60
sdp               0.00    27.00    0.00   77.00     0.00 63652.00  1653.30     5.60   64.88    0.00   64.88  12.00  92.40
sdr               0.00    17.00    0.00   67.00     0.00 51036.00  1523.46     3.43   41.43    0.00   41.43  13.91  93.20
sds               0.00    15.00    0.00   60.00     0.00 43144.00  1438.13     4.86   74.53    0.00   74.53  16.33  98.00
sdt               0.00    20.00    1.00   70.00     4.00 53536.00  1508.17     6.08   75.66  164.00   74.40  14.03  99.60
sdq               0.00    10.00    0.00   49.00     0.00 35896.00  1465.14     3.00   58.69    0.00   58.69  16.57  81.20
sdv               0.00    17.00    0.00   63.00     0.00 46564.00  1478.22     4.08   58.48    0.00   58.48  11.94  75.20
sdw               0.00    12.00    0.00   38.00     0.00 34840.00  1833.68     1.87   46.00    0.00   46.00  20.32  77.20
sdu               0.00    10.00    0.00   48.00     0.00 35624.00  1484.33     2.09   43.58    0.00   43.58  16.58  79.60
sdy               0.00     6.00    0.00   33.00     0.00 20680.00  1253.33     1.89   54.67    0.00   54.67  19.88  65.60
sdx               0.00    25.00    0.00   76.00     0.00 64116.00  1687.26     4.84   57.47    0.00   57.47  13.11  99.60
sdz               0.00     9.00    0.00    6.00     0.00   640.00   213.33     0.07   12.00    0.00   12.00  12.00   7.20
dm-0              0.00     0.00    0.00   15.00     0.00   640.00    85.33     0.17   11.20    0.00   11.20   4.80   7.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          33.41    0.00   19.47   21.83    0.00   25.30

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    41.00    0.00   83.00     0.00 81088.00  1953.93     4.91   74.36    0.00   74.36  11.86  98.40
sdb               0.00    34.00    0.00   83.00     0.00 84012.00  2024.39     5.29   76.77    0.00   76.77  11.66  96.80
sdc               0.00    15.00    0.00   69.00     0.00 50548.00  1465.16     3.64   71.65    0.00   71.65  10.55  72.80
sdd               0.00     8.00    0.00   55.00     0.00 37172.00  1351.71     2.18   47.49    0.00   47.49  11.56  63.60
sde               0.00    17.00    0.00   64.00     0.00 55360.00  1730.00     3.54   62.75    0.00   62.75  12.56  80.40
sdf               0.00    21.00    0.00   83.00     0.00 70656.00  1702.55     4.55   62.55    0.00   62.55  11.13  92.40
sdg               0.00   119.00   14.00  775.00   112.00 72707.50   184.59     7.54   10.26   49.43    9.55   1.27 100.00
sdh               0.00    20.00    0.00   64.00     0.00 60056.00  1876.75     5.12   88.44    0.00   88.44  15.62 100.00
sdi               0.00    10.00    0.00   61.00     0.00 41780.00  1369.84     2.72   51.08    0.00   51.08  11.48  70.00
sdl               0.00    31.00    0.00   74.00     0.00 75220.00  2032.97    12.08  160.76    0.00  160.76  13.51 100.00
sdj               0.00    24.00    0.00   50.00     0.00 56132.00  2245.28     5.20  108.08    0.00  108.08  16.80  84.00
sdk               0.00    10.00    0.00   42.00     0.00 36336.00  1730.29     3.02   81.71    0.00   81.71  14.10  59.20
sdm               0.00    17.00    0.00   66.00     0.00 58796.00  1781.70     3.07   51.94    0.00   51.94  12.97  85.60
sdo               0.00    15.00    0.00   62.00     0.00 47704.00  1538.84     2.69   47.42    0.00   47.42  12.90  80.00
sdn               0.00    19.00    0.00   79.00     0.00 64708.00  1638.18     2.62   41.57    0.00   41.57  11.90  94.00
sdp               0.00    21.00    0.00   79.00     0.00 71304.00  1805.16     3.99   57.42    0.00   57.42  12.05  95.20
sdr               0.00    23.00    0.00   89.00     0.00 66968.00  1504.90     5.31   66.79    0.00   66.79  11.15  99.20
sds               0.00    27.00    0.00   82.00     0.00 69632.00  1698.34     6.18   79.12    0.00   79.12  12.00  98.40
sdt               0.00    30.00    0.00   78.00     0.00 74556.00  1911.69     5.46   77.85    0.00   77.85  12.56  98.00
sdq               0.00     8.00    0.00   33.00     0.00 24484.00  1483.88     2.04   65.58    0.00   65.58  14.06  46.40
sdv               0.00    19.00    2.00   61.00     8.00 56948.00  1808.13     3.82   66.92   84.00   66.36  13.40  84.40
sdw               0.00    10.00    0.00   44.00     0.00 32244.00  1465.64     2.65   63.00    0.00   63.00  12.45  54.80
sdu               0.00    27.00    0.00   64.00     0.00 68372.00  2136.62     8.59  132.94    0.00  132.94  10.88  69.60
sdy               0.00     3.00    0.00   17.00     0.00 10608.00  1248.00     1.08   70.82    0.00   70.82  20.71  35.20
sdx               0.00    22.00    0.00   85.00     0.00 74820.00  1760.47     5.71   72.99    0.00   72.99  11.72  99.60
sdz               0.00     8.00    0.00    6.00     0.00   104.00    34.67     0.07   11.33    0.00   11.33  11.33   6.80
dm-0              0.00     0.00    0.00   14.00     0.00   104.00    14.86     0.16   11.43    0.00   11.43   4.57   6.40
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          20.22    0.00   12.83   19.99    0.00   46.96

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     6.00    0.00   41.00     0.00 46744.00  2280.20     3.63   89.95    0.00   89.95  12.49  51.20
sdb               0.00    10.00    0.00   56.00     0.00 42544.00  1519.43     1.73   34.00    0.00   34.00   9.57  53.60
sdc               0.00     6.00    0.00   40.00     0.00 30420.00  1521.00     0.91   24.70    0.00   24.70   8.00  32.00
sdd               0.00     6.00    0.00   37.00     0.00 28596.00  1545.73     0.90   26.81    0.00   26.81  10.16  37.60
sde               0.00    22.00    0.00   47.00     0.00 52056.00  2215.15     4.79  101.96    0.00  101.96  11.40  53.60
sdf               0.00    26.00    0.00   54.00     0.00 58456.00  2165.04     6.17  114.30    0.00  114.30  11.48  62.00
sdg               0.00    16.00    0.00   79.00     0.00 55404.00  1402.63     6.12   64.10    0.00   64.10  12.66 100.00
sdh               0.00    62.00    0.00   56.00     0.00 69980.00  2499.29    21.54  153.64    0.00  153.64  17.79  99.60
sdi               0.00    24.00    0.00   43.00     0.00 50436.00  2345.86     6.64  154.51    0.00  154.51  13.67  58.80
sdl               0.00     0.00    0.00   10.00     0.00 10280.00  2056.00     0.28   72.40    0.00   72.40  13.60  13.60
sdj               0.00     0.00    0.00   24.00     0.00  9120.00   760.00     0.19    8.00    0.00    8.00   4.17  10.00
sdk               0.00    24.00    0.00   44.00     0.00 42800.00  1945.45     4.79   47.18    0.00   47.18  11.73  51.60
sdm               0.00     4.00    0.00   24.00     0.00 16252.00  1354.33     0.55   22.83    0.00   22.83   9.67  23.20
sdo               0.00     2.00    0.00   20.00     0.00 13920.00  1392.00     0.26   17.40    0.00   17.40   8.40  16.80
sdn               0.00    19.00    0.00   32.00     0.00 42188.00  2636.75     4.06  126.88    0.00  126.88  14.12  45.20
sdp               0.00     8.00    0.00   40.00     0.00 31188.00  1559.40     0.74   21.10    0.00   21.10   9.30  37.20
sdr               0.00    15.00    0.00   67.00     0.00 53052.00  1583.64     1.42   22.21    0.00   22.21  10.81  72.40
sds               0.00    26.00    0.00   61.00     0.00 68752.00  2254.16     7.26  122.30    0.00  122.30  12.79  78.00
sdt               0.00    58.00    0.00   59.00     0.00 95888.00  3250.44    36.10  329.56    0.00  329.56  16.95 100.00
sdq               0.00    20.00    0.00   46.00     0.00 46272.00  2011.83     5.39  117.22    0.00  117.22  11.13  51.20
sdv               0.00    11.00    0.00   57.00     0.00 39472.00  1384.98     1.07   18.81    0.00   18.81   7.44  42.40
sdw               0.00    20.00    0.00   33.00     0.00 44600.00  2703.03     5.32  161.33    0.00  161.33  14.42  47.60
sdu               0.00     1.00    0.00   37.00     0.00 19772.00  1068.76     0.50   15.68    0.00   15.68   5.19  19.20
sdy               0.00    23.00    0.00   37.00     0.00 33460.00  1808.65     3.46   36.54    0.00   36.54  12.00  44.40
sdx               0.00    44.00    0.00   74.00     0.00 91292.00  2467.35    15.30  207.35    0.00  207.35  12.97  96.00
sdz               0.00     9.00    0.00    4.00     0.00   108.00    54.00     0.05   12.00    0.00   12.00  13.00   5.20
dm-0              0.00     0.00    0.00   14.00     0.00   124.00    17.71     0.14    8.57    0.00    8.57   3.71   5.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           9.04    0.00    7.35   16.52    0.00   67.10

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    4.00     0.00  1048.00   524.00     0.15   37.00    0.00   37.00  20.00   8.00
sdb               0.00     2.00    0.00    7.00     0.00  6432.00  1837.71     0.14   20.57    0.00   20.57  15.43  10.80
sdc               0.00    19.00    0.00   38.00     0.00 45204.00  2379.16     7.03  185.05    0.00  185.05  13.79  52.40
sdd               0.00    25.00    0.00   49.00     0.00 46764.00  1908.73     4.54   48.00    0.00   48.00  11.02  54.00
sde               0.00     0.00    0.00    9.00     0.00  3132.00   696.00     0.20   21.78    0.00   21.78   8.89   8.00
sdf               0.00     0.00    0.00   18.00     0.00  8328.00   925.33     0.56   31.33    0.00   31.33  10.22  18.40
sdg               0.00     5.00    0.00   23.00     0.00 16004.00  1391.65     2.11  153.74    0.00  153.74  43.48 100.00
sdh               0.00    17.00    0.00   78.00     0.00 97852.00  2509.03    16.05  373.33    0.00  373.33  12.82 100.00
sdi               0.00     0.00    0.00    4.00     0.00  1048.00   524.00     0.18   45.00    0.00   45.00  23.00   9.20
sdl               0.00     0.00    0.00   13.00     0.00  6248.00   961.23     0.22   17.54    0.00   17.54   5.23   6.80
sdj               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdk               0.00     3.00    0.00   26.00     0.00 28492.00  2191.69     2.05  183.23    0.00  183.23  10.46  27.20
sdm               0.00    96.00    9.00  527.00    72.00 51687.00   193.13     5.26    9.83   58.22    9.00   1.19  63.60
sdo               0.00    23.00    0.00   40.00     0.00 50088.00  2504.40     5.70  142.40    0.00  142.40  15.90  63.60
sdn               0.00     1.00    0.00   27.00     0.00 13028.00   965.04     0.89   33.04    0.00   33.04   7.11  19.20
sdp               0.00    24.00    0.00   36.00     0.00 38960.00  2164.44     4.02   54.00    0.00   54.00  14.22  51.20
sdr               0.00    19.00    0.00   39.00     0.00 47460.00  2433.85     6.32  161.95    0.00  161.95  12.31  48.00
sds               0.00     0.00    0.00    3.00     0.00  1560.00  1040.00     0.11   36.00    0.00   36.00  36.00  10.80
sdt               0.00    15.00    0.00   60.00     0.00 69836.00  2327.87     7.29  401.00    0.00  401.00  11.20  67.20
sdq               0.00    91.00    4.00  453.00    32.00  7718.50    33.92     0.43    0.95   11.00    0.87   0.35  16.00
sdv               0.00    22.00    0.00   33.00     0.00 37268.00  2258.67     6.26   86.30    0.00   86.30  13.82  45.60
sdw               0.00     0.00    0.00    3.00     0.00  1044.00   696.00     0.12   40.00    0.00   40.00  21.33   6.40
sdu               0.00     2.00    0.00   20.00     0.00 12160.00  1216.00     0.39   19.60    0.00   19.60   6.20  12.40
sdy               0.00     2.00    0.00   29.00     0.00 37188.00  2564.69     4.90  241.93    0.00  241.93  16.41  47.60
sdx               0.00     0.00    0.00    8.00     0.00  4160.00  1040.00     0.09   12.00    0.00   12.00   8.00   6.40
sdz               0.00     4.00    0.00    3.00     0.00    40.00    26.67     0.03   10.67    0.00   10.67  10.67   3.20
dm-0              0.00     0.00    0.00    7.00     0.00    44.00    12.57     0.07    9.71    0.00    9.71   4.57   3.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
