Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.07    0.00    3.56    2.08    0.00   84.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          31.54    0.00   17.68    7.31    0.00   43.47

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     6.00    0.00   15.00     0.00 15092.00  2012.27     9.38  504.80    0.00  504.80  66.40  99.60
sdb               0.00     7.00    0.00   34.00     0.00 32748.00  1926.35    14.42  459.06    0.00  459.06  29.29  99.60
sdc               0.00    23.00    0.00   38.00     0.00 37156.00  1955.58    17.03  461.68    0.00  461.68  26.21  99.60
sdd               0.00    18.00    0.00  114.00     0.00 31157.50   546.62    38.74  463.61    0.00  463.61   8.74  99.60
sde               0.00    29.00    2.00   12.00    16.00  6252.00   895.43    50.87  452.00  426.00  456.33  71.43 100.00
sdf               0.00     7.00    0.00   23.00     0.00 15088.00  1312.00    10.06  446.26    0.00  446.26  43.30  99.60
sdg               0.00    17.00    0.00   18.00     0.00 13808.00  1534.22    12.36  426.00    0.00  426.00  55.33  99.60
sdh               0.00     6.00    0.00   47.00     0.00 55060.00  2342.98    20.11  499.83    0.00  499.83  21.19  99.60
sdi               0.00     5.00    0.00   15.00     0.00  8344.00  1112.53     9.31  487.47    0.00  487.47  66.40  99.60
sdl               0.00     7.00    0.00   23.00     0.00 16896.00  1469.22    11.94  418.96    0.00  418.96  43.30  99.60
sdj               0.00     8.00    2.00   16.00    16.00  7816.00   870.22     8.66  453.11  420.00  457.25  55.33  99.60
sdk               0.00     7.00    0.00   33.00     0.00 42548.00  2578.67    11.24  509.94    0.00  509.94  30.18  99.60
sdm               0.00     9.00    0.00   24.00     0.00 27692.00  2307.67    10.07  560.17    0.00  560.17  41.50  99.60
sdo               0.00     6.00    0.00   24.00     0.00 33480.00  2790.00     7.35  576.67    0.00  576.67  41.17  98.80
sdn               0.00     8.00    0.00   20.00     0.00 18668.00  1866.80    10.06  420.40    0.00  420.40  49.80  99.60
sdp               0.00     2.00    2.00   18.00    16.00 20080.00  2009.60     9.48  467.40  556.00  457.56  49.80  99.60
sdr               0.00     5.00    0.00  117.00     0.00 12988.00   222.02    40.88  442.67    0.00  442.67   8.51  99.60
sds               0.00     8.00    2.00   18.00    16.00 16132.00  1614.80    11.07  416.60  406.00  417.78  49.80  99.60
sdt               0.00     4.00    0.00   29.00     0.00 44172.00  3046.34     9.36  515.03    0.00  515.03  34.34  99.60
sdq               0.00     7.00    0.00   16.00     0.00 11464.00  1433.00     8.11  419.25    0.00  419.25  62.25  99.60
sdv               0.00    29.00    0.00   41.00     0.00 41212.00  2010.34    23.78  425.76    0.00  425.76  24.29  99.60
sdw               0.00     8.00    0.00   19.00     0.00 15580.00  1640.00    10.02  421.47    0.00  421.47  52.42  99.60
sdu               0.00     1.00    2.00   22.00    16.00 16124.00  1345.00    10.89  452.17  476.00  450.00  41.50  99.60
sdy               0.00     5.00    2.00   23.00    16.00 22760.00  1822.08     9.78  506.40  422.00  513.74  39.84  99.60
sdx               0.00     6.00    2.00   12.00    16.00  6240.00   893.71     9.14  480.29  436.00  487.67  71.14  99.60
sdz               0.00    16.00    0.00    9.00     0.00   284.00    63.11     0.08    8.89    0.00    8.89   8.89   8.00
dm-0              0.00     0.00    0.00   25.00     0.00   284.00    22.72     0.21    8.32    0.00    8.32   3.20   8.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          38.97    0.00   21.35    8.19    0.00   31.49

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    14.00    0.00   37.00     0.00 28076.00  1517.62     9.27  335.78    0.00  335.78  27.14 100.40
sdb               0.00     7.00    3.00   31.00    16.00 21592.00  1271.06     7.99  268.24  300.00  265.16  29.53 100.40
sdc               0.00    18.00    0.00   38.00     0.00 35392.00  1862.74     9.36  317.26    0.00  317.26  26.42 100.40
sdd               0.00     6.00    0.00   27.00     0.00 22120.00  1638.52     8.61  327.26    0.00  327.26  37.19 100.40
sde               0.00    34.00    0.00  433.00     0.00  8865.50    40.95   110.55  357.80    0.00  357.80   2.31 100.00
sdf               0.00    17.00    0.00   38.00     0.00 31760.00  1671.58     9.26  274.32    0.00  274.32  26.32 100.00
sdg               0.00    15.00    0.00   42.00     0.00 46208.00  2200.38    15.26  487.33    0.00  487.33  23.81 100.00
sdh               0.00    15.00    0.00   38.00     0.00 32256.00  1697.68     9.38  309.47    0.00  309.47  26.32 100.00
sdi               0.00    16.00    0.00   32.00     0.00 30436.00  1902.25     8.46  322.62    0.00  322.62  31.25 100.00
sdl               0.00    18.00    0.00   41.00     0.00 37420.00  1825.37    10.56  323.61    0.00  323.61  24.39 100.00
sdj               0.00    52.00    3.00  193.00    24.00 33652.00   343.63    45.00  165.10  345.33  162.30   5.10 100.00
sdk               0.00    20.00    0.00   34.00     0.00 29152.00  1714.82     8.70  308.00    0.00  308.00  29.41 100.00
sdm               0.00    18.00    0.00   40.00     0.00 33024.00  1651.20    10.44  304.40    0.00  304.40  25.00 100.00
sdo               0.00     3.00    0.00   22.00     0.00 14580.00  1325.45     6.57  345.82    0.00  345.82  44.36  97.60
sdn               0.00     4.00    0.00   25.00     0.00 17876.00  1430.08     6.98  389.60    0.00  389.60  40.00 100.00
sdp               0.00     9.00    4.00   28.00    32.00 21860.00  1368.25    10.22  345.25  350.00  344.57  31.25 100.00
sdr               0.00    10.00    0.00   38.00     0.00 28824.50  1517.08    10.38  349.47    0.00  349.47  26.32 100.00
sds               0.00    13.00    4.00   40.00    32.00 32188.00  1464.55    11.25  323.27  289.00  326.70  22.73 100.00
sdt               0.00    13.00    0.00   30.00     0.00 24468.00  1631.20     7.41  285.73    0.00  285.73  33.33 100.00
sdq               0.00    18.00    0.00   39.00     0.00 35584.00  1824.82    10.13  303.90    0.00  303.90  25.64 100.00
sdv               0.00    16.00    0.00   47.00     0.00 47128.00  2005.45    10.64  382.81    0.00  382.81  21.28 100.00
sdw               0.00    11.00    0.00   37.00     0.00 29080.00  1571.89     8.56  328.97    0.00  328.97  27.03 100.00
sdu               0.00    38.00    2.00  262.00    16.00 29039.50   220.12    53.72  168.73  450.00  166.58   3.79 100.00
sdy               0.00    48.00    1.00  327.00     8.00 18102.50   110.43    61.09  191.72  640.00  190.35   3.05 100.00
sdx               0.00    40.00    4.00   37.00    32.00 31764.00  1551.02    13.32  318.44  299.00  320.54  24.39 100.00
sdz               0.00    10.00    0.00    6.00     0.00   112.00    37.33     0.07   11.33    0.00   11.33  11.33   6.80
dm-0              0.00     0.00    0.00   16.00     0.00   112.00    14.00     0.17   10.50    0.00   10.50   4.25   6.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          46.90    0.00   31.35   10.68    0.00   11.07

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    25.00    1.00   57.00     8.00 53428.00  1842.62    10.40  193.45  316.00  191.30  17.24 100.00
sdb               0.00    16.00    4.00   52.00    32.00 43844.00  1567.00    10.79  199.36  224.00  197.46  17.86 100.00
sdc               0.00    18.00    0.00   58.00     0.00 45416.00  1566.07    10.89  193.59    0.00  193.59  17.24 100.00
sdd               0.00    21.00    1.00   49.00     4.00 37404.00  1496.32    10.16  198.56  196.00  198.61  20.00 100.00
sde               0.00     9.00    0.00   35.00     0.00 24984.00  1427.66     6.75  201.37    0.00  201.37  28.57 100.00
sdf               0.00    26.00    0.00   52.00     0.00 49544.00  1905.54     9.25  188.38    0.00  188.38  19.23 100.00
sdg               0.00    28.00    1.00   56.00     8.00 51120.00  1793.96    10.78  189.82  112.00  191.21  17.54 100.00
sdh               0.00    24.00    6.00   53.00    48.00 37176.00  1261.83    11.40  195.05  184.00  196.30  16.95 100.00
sdi               0.00    16.00    0.00   60.00     0.00 43060.00  1435.33    10.39  179.40    0.00  179.40  16.67 100.00
sdl               0.00    16.00    0.00   50.00     0.00 40964.00  1638.56     9.44  192.96    0.00  192.96  20.00 100.00
sdj               0.00    41.00    0.00  378.00     0.00 33038.50   174.81    38.58  143.20    0.00  143.20   2.65 100.00
sdk               0.00    22.00    0.00   54.00     0.00 54684.00  2025.33    10.01  193.63    0.00  193.63  18.59 100.40
sdm               0.00    11.00    5.00   56.00    40.00 38708.00  1270.43     9.78  173.25  203.20  170.57  16.46 100.40
sdo               0.00     5.00    0.00   31.00     0.00 19004.00  1226.06     5.44  177.03    0.00  177.03  32.00  99.20
sdn               0.00    12.00    0.00   42.00     0.00 32384.00  1542.10     8.50  193.05    0.00  193.05  23.90 100.40
sdp               0.00     5.00    6.00   38.00    48.00 24912.00  1134.55     8.30  196.55  194.00  196.95  22.82 100.40
sdr               0.00    17.00    0.00   53.00     0.00 45932.00  1733.28    10.62  216.08    0.00  216.08  18.94 100.40
sds               0.00    56.00    3.00  376.00    24.00 46920.00   247.73    52.58  132.74  238.67  131.89   2.65 100.40
sdt               0.00    13.00    0.00   50.00     0.00 39396.00  1575.84     9.09  189.12    0.00  189.12  20.08 100.40
sdq               0.00     6.00    0.00   37.00     0.00 28948.00  1564.76     6.93  189.19    0.00  189.19  27.14 100.40
sdv               0.00    25.00    0.00   60.00     0.00 48612.00  1620.40    10.48  185.13    0.00  185.13  16.73 100.40
sdw               0.00    16.00    0.00   41.00     0.00 32168.00  1569.17     7.58  186.73    0.00  186.73  24.49 100.40
sdu               0.00     5.00    0.00  138.00     0.00 26091.00   378.13     9.90  153.59    0.00  153.59   7.28 100.40
sdy               0.00    10.00    0.00   29.00     0.00 19976.00  1377.66     6.09  225.24    0.00  225.24  34.62 100.40
sdx               0.00    42.00    0.00  439.00     0.00 49454.00   225.30    75.08  178.72    0.00  178.72   2.29 100.40
sdz               0.00    10.00    0.00    6.00     0.00   104.00    34.67     0.06    9.33    0.00    9.33   9.33   5.60
dm-0              0.00     0.00    0.00   16.00     0.00   104.00    13.00     0.11    7.00    0.00    7.00   3.50   5.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          53.65    0.00   30.08    7.77    0.00    8.50

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    26.00    0.00   50.00     0.00 46424.00  1856.96    10.18  180.80    0.00  180.80  20.00 100.00
sdb               0.00    22.00    6.00   49.00    48.00 42824.00  1558.98    10.18  176.95  174.67  177.22  18.18 100.00
sdc               0.00    14.00    5.00   33.00    40.00 24828.00  1308.84     8.12  192.53  164.80  196.73  26.32 100.00
sdd               0.00    20.00    0.00   55.00     0.00 48508.00  1763.93     9.82  172.29    0.00  172.29  18.18 100.00
sde               0.00    31.00    2.00  188.00    16.00 29053.50   305.99    33.01  163.49  152.00  163.62   5.26 100.00
sdf               0.00    30.00    5.00   52.00    40.00 44396.00  1559.16    11.31  174.18  181.60  173.46  17.54 100.00
sdg               0.00    24.00    5.00   47.00    40.00 45960.00  1769.23    10.10  170.46  187.20  168.68  19.23 100.00
sdh               0.00    50.00    5.00   58.00    40.00 47800.00  1518.73    38.23  176.19  172.00  176.55  15.87 100.00
sdi               0.00    18.00    5.00   42.00    40.00 35972.00  1532.43     9.96  199.66  197.60  199.90  21.28 100.00
sdl               0.00    31.00    5.00   56.00    40.00 48796.00  1601.18    12.30  176.66  195.20  175.00  16.39 100.00
sdj               0.00     5.00    4.00    9.00    32.00 13324.00  2054.77     2.66  182.46  175.00  185.78  76.92 100.00
sdk               0.00    12.00    4.00   30.00    32.00 19424.00  1144.47     7.14  172.12  182.00  170.80  29.29  99.60
sdm               0.00    10.00    6.00   42.00    48.00 32124.00  1340.50     8.84  180.67  165.33  182.86  20.75  99.60
sdo               0.00    21.00    0.00   42.00     0.00 30868.00  1469.90     8.97  175.14    0.00  175.14  23.71  99.60
sdn               0.00    20.00    0.00   46.00     0.00 39080.00  1699.13     9.28  184.70    0.00  184.70  21.65  99.60
sdp               0.00    36.00    2.00  475.00    16.00 21879.50    91.81    82.14  170.00  140.00  170.12   2.09  99.60
sdr               0.00    18.00    0.00   44.00     0.00 36540.00  1660.91     9.72  192.09    0.00  192.09  22.64  99.60
sds               0.00    25.00    0.00   90.00     0.00 42540.50   945.34    13.28  160.58    0.00  160.58  11.07  99.60
sdt               0.00    29.00    4.00   44.00    32.00 42284.00  1763.17    10.39  183.08  201.00  181.45  20.75  99.60
sdq               0.00    12.00    0.00   46.00     0.00 33956.00  1476.35     8.29  172.87    0.00  172.87  21.65  99.60
sdv               0.00    32.00    0.00   49.00     0.00 42848.00  1748.90     9.65  176.08    0.00  176.08  20.33  99.60
sdw               0.00     6.00    0.00   33.00     0.00 20408.00  1236.85     5.82  178.79    0.00  178.79  30.18  99.60
sdu               0.00    13.00    0.00   28.00     0.00 17924.00  1280.29     7.37  208.14    0.00  208.14  35.57  99.60
sdy               0.00    12.00    0.00   31.00     0.00 28716.00  1852.65     6.40  196.39    0.00  196.39  32.13  99.60
sdx               0.00    14.00    0.00   47.00     0.00 37508.00  1596.09    10.38  200.43    0.00  200.43  21.28 100.00
sdz               0.00    18.00    0.00   13.00     0.00   440.00    67.69     0.14   11.08    0.00   11.08  10.15  13.20
dm-0              0.00     0.00    0.00   31.00     0.00   440.00    28.39     0.32   10.32    0.00   10.32   4.13  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          48.98    0.00   21.85   15.61    0.00   13.56

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    12.00    0.00   45.00     0.00 26424.00  1174.40     6.78  166.93    0.00  166.93  22.22 100.00
sdb               0.00    94.00    5.00  638.00    36.00 51470.50   160.21    77.54  117.19  196.00  116.58   1.56 100.00
sdc               0.00    11.00    6.00   53.00    48.00 44560.00  1512.14     9.68  173.90  199.33  171.02  16.95 100.00
sdd               0.00    13.00    0.00   53.00     0.00 34200.00  1290.57     8.57  168.83    0.00  168.83  18.87 100.00
sde               0.00    16.00    0.00   52.00     0.00 41468.00  1594.92     9.10  210.46    0.00  210.46  19.23 100.00
sdf               0.00    30.00    5.00   66.00    40.00 59696.00  1682.70    11.43  175.83  184.80  175.15  14.08 100.00
sdg               0.00    27.00    5.00   61.00    40.00 55308.00  1677.21    11.17  181.15  192.00  180.26  15.15 100.00
sdh               0.00    38.00    2.00  385.00    16.00 49774.00   257.31    50.40  198.85  182.00  198.94   2.58 100.00
sdi               0.00    16.00    5.00   56.00    40.00 46952.00  1540.72    10.13  177.05  194.40  175.50  16.39 100.00
sdl               0.00    17.00    5.00   55.00    40.00 50000.00  1668.00     9.44  182.87  188.00  182.40  16.67 100.00
sdj               0.00    52.00    1.00  288.00     8.00 38558.50   266.90    54.64  190.05  276.00  189.75   3.46 100.00
sdk               0.00   129.00    2.00  632.00    16.00 51975.50   164.01    91.72  145.42  234.00  145.14   1.58 100.00
sdm               0.00    18.00    6.00   51.00    48.00 37076.00  1302.60     9.28  164.42  172.00  163.53  17.54 100.00
sdo               0.00    13.00    0.00   51.00     0.00 43768.00  1716.39     7.62  184.31    0.00  184.31  19.61 100.00
sdn               0.00    10.00    0.00   50.00     0.00 38828.00  1553.12     8.09  189.52    0.00  189.52  20.00 100.00
sdp               0.00    15.00    0.00   54.00     0.00 43496.50  1610.98     9.32  191.26    0.00  191.26  18.52 100.00
sdr               0.00    19.00    1.00   55.00     4.00 42840.00  1530.14     9.57  182.29  136.00  183.13  17.86 100.00
sds               0.00    16.00    0.00   44.00     0.00 43508.00  1977.64     8.22  219.73    0.00  219.73  22.73 100.00
sdt               0.00    90.00    2.00  498.00    16.00 63717.00   254.93    73.87  147.89  248.00  147.49   2.00 100.00
sdq               0.00     8.00    0.00   36.00     0.00 28172.00  1565.11     5.10  162.33    0.00  162.33  27.78 100.00
sdv               0.00    30.00    0.00   67.00     0.00 60240.00  1798.21    11.12  175.58    0.00  175.58  14.93 100.00
sdw               0.00     9.00    0.00   38.00     0.00 26116.00  1374.53     7.06  167.26    0.00  167.26  26.32 100.00
sdu               0.00    25.00    0.00   55.00     0.00 49752.00  1809.16     9.86  193.75    0.00  193.75  18.18 100.00
sdy               0.00    18.00    0.00   55.00     0.00 44548.00  1619.93     9.28  166.69    0.00  166.69  18.18 100.00
sdx               0.00    12.00    0.00   39.00     0.00 34128.00  1750.15     8.06  214.77    0.00  214.77  25.54  99.60
sdz               0.00    20.00    0.00   12.00     0.00  1080.00   180.00     0.13   10.67    0.00   10.67  10.67  12.80
dm-0              0.00     0.00    0.00   32.00     0.00  1080.00    67.50     0.32    9.88    0.00    9.88   4.00  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          29.05    0.00   12.40   27.47    0.00   31.08

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     9.00    0.00   29.00     0.00 22820.00  1573.79    11.60  331.86    0.00  331.86  34.48 100.00
sdb               0.00    10.00    1.00   69.00     8.00 22048.50   630.19    14.78  214.46  480.00  210.61  14.29 100.00
sdc               0.00    25.00    3.00   23.00    24.00 18660.00  1437.23    17.00  348.15  329.33  350.61  38.46 100.00
sdd               0.00    14.00    0.00   31.00     0.00 25944.00  1673.81    11.31  309.42    0.00  309.42  32.26 100.00
sde               0.00     5.00    0.00   19.00     0.00 13732.00  1445.47     8.16  408.21    0.00  408.21  52.63 100.00
sdf               0.00    16.00    4.00   31.00    28.00 27008.00  1544.91    14.07  354.63  319.00  359.23  28.57 100.00
sdg               0.00    29.00    3.00   32.00    24.00 34520.00  1973.94    42.84  317.83  309.33  318.62  28.57 100.00
sdh               0.00    12.00    3.00   24.00    24.00 24624.00  1825.78    11.79  369.63  318.67  376.00  37.04 100.00
sdi               0.00    11.00    2.00   27.00    16.00 21276.00  1468.41    13.04  359.86  366.00  359.41  34.48 100.00
sdl               0.00     6.00    3.00   18.00    24.00 16844.00  1606.48     9.32  365.14  302.67  375.56  47.62 100.00
sdj               0.00     6.00    0.00   16.00     0.00 12168.00  1521.00     8.81  438.25    0.00  438.25  62.50 100.00
sdk               0.00     7.00    0.00   40.00     0.00 26249.00  1312.45    15.14  354.20    0.00  354.20  25.00 100.00
sdm               0.00    68.00    1.00  315.00     8.00 22058.50   139.66   141.23  353.11  160.00  353.73   3.16 100.00
sdo               0.00     6.00    0.00   11.00     0.00 10020.00  1821.82     5.43  297.45    0.00  297.45  90.91 100.00
sdn               0.00    10.00    0.00   23.00     0.00 17896.00  1556.17    10.88  380.87    0.00  380.87  43.48 100.00
sdp               0.00     8.00    0.00   20.00     0.00 18900.00  1890.00     8.98  382.20    0.00  382.20  50.00 100.00
sdr               0.00     7.00    0.00   24.00     0.00 19736.00  1644.67     7.79  292.50    0.00  292.50  41.67 100.00
sds               0.00     6.00    0.00   21.00     0.00 17624.00  1678.48     8.64  402.29    0.00  402.29  47.62 100.00
sdt               0.00    11.00    0.00   39.00     0.00 23897.50  1225.51    11.62  287.28    0.00  287.28  25.64 100.00
sdq               0.00     4.00    0.00   22.00     0.00 11908.00  1082.55     9.38  364.18    0.00  364.18  45.45 100.00
sdv               0.00    17.00    0.00   33.00     0.00 28568.00  1731.39    11.46  330.55    0.00  330.55  30.30 100.00
sdw               0.00    17.00    0.00   33.00     0.00 29068.00  1761.70    10.91  316.97    0.00  316.97  30.30 100.00
sdu               0.00     9.00    0.00   31.00     0.00 28292.00  1825.29    11.76  337.29    0.00  337.29  32.26 100.00
sdy               0.00     6.00    0.00   25.00     0.00 18400.00  1472.00     9.71  332.32    0.00  332.32  40.00 100.00
sdx               0.00    16.00    0.00   29.00     0.00 27788.00  1916.41    10.45  322.48    0.00  322.48  34.48 100.00
sdz               0.00    18.00    0.00   12.00     0.00   200.00    33.33     0.13   10.67    0.00   10.67  10.67  12.80
dm-0              0.00     0.00    0.00   30.00     0.00   200.00    13.33     0.30   10.13    0.00   10.13   4.27  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          11.20    0.00    6.62   44.12    0.00   38.06

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     7.00    0.00   14.00     0.00 13272.00  1896.00    10.98  813.71    0.00  813.71  71.43 100.00
sdb               0.00    10.00    1.00   10.00     8.00 10868.00  1977.45    13.17 1066.91 1044.00 1069.20  90.91 100.00
sdc               0.00    17.00    0.00  172.00     0.00  9661.50   112.34   169.19  996.67    0.00  996.67   5.81 100.00
sdd               0.00     7.00    0.00   15.00     0.00 14240.00  1898.67    11.94  580.80    0.00  580.80  66.67 100.00
sde               0.00     0.00    0.00    6.00     0.00  5660.00  1886.67     4.98  904.00    0.00  904.00 166.67 100.00
sdf               0.00     6.00    1.00   15.00     8.00 14504.00  1814.00    13.69  933.25 1068.00  924.27  62.50 100.00
sdg               0.00    18.00    0.00  174.00     0.00 13111.50   150.71   164.79 1005.24    0.00 1005.24   5.75 100.00
sdh               0.00    20.00    1.00   16.00     8.00 12740.00  1499.76    34.41  757.65 1056.00  739.00  58.82 100.00
sdi               0.00    29.00    2.00   15.00    16.00 14504.00  1708.24    14.66  631.76  646.00  629.87  58.82 100.00
sdl               0.00    69.00    1.00   11.00     8.00  9032.00  1506.67    11.08  792.33 1068.00  767.27  83.33 100.00
sdj               0.00    60.00    0.00    7.00     0.00  7776.00  2221.71     9.69  454.86    0.00  454.86 142.86 100.00
sdk               0.00     5.00    0.00   12.00     0.00  8112.00  1352.00    12.51  918.33    0.00  918.33  83.33 100.00
sdm               0.00    16.00    0.00  142.00     0.00 14753.50   207.80   132.28 1005.61    0.00 1005.61   7.04 100.00
sdo               0.00     2.00    0.00   16.00     0.00 12228.00  1528.50    10.48  770.50    0.00  770.50  62.50 100.00
sdn               0.00     0.00    0.00   13.00     0.00 13460.00  2070.77    12.63 1027.69    0.00 1027.69  76.92 100.00
sdp               0.00     6.00    0.00   11.00     0.00  6504.00  1182.55    11.06 1006.91    0.00 1006.91  90.91 100.00
sdr               0.00     3.00    0.00   13.00     0.00  8784.00  1351.38    11.95  983.38    0.00  983.38  76.92 100.00
sds               0.00     6.00    0.00   11.00     0.00  4940.00   898.18    11.07  993.82    0.00  993.82  90.91 100.00
sdt               0.00     6.00    0.00   14.00     0.00 15552.00  2221.71    11.93  920.29    0.00  920.29  71.71 100.40
sdq               0.00     0.00    0.00   10.00     0.00  8264.00  1652.80     7.84  873.60    0.00  873.60 100.40 100.40
sdv               0.00     3.00    0.00   13.00     0.00 12948.00  1992.00    13.61 1041.54    0.00 1041.54  77.23 100.40
sdw               0.00     5.00    0.00    9.00     0.00 10344.00  2298.67     8.65 1043.56    0.00 1043.56 111.56 100.40
sdu               0.00    67.00    0.00   13.00     0.00 11636.00  1790.15    20.04  918.46    0.00  918.46  77.23 100.40
sdy               0.00     3.00    0.00   16.00     0.00 12164.00  1520.50    11.08  767.25    0.00  767.25  62.75 100.40
sdx               0.00     5.00    0.00   12.00     0.00  9620.00  1603.33    11.98  829.00    0.00  829.00  83.67 100.40
sdz               0.00    20.00    0.00   12.00     0.00   252.00    42.00     0.13   10.67    0.00   10.67  10.67  12.80
dm-0              0.00     0.00    0.00   32.00     0.00   252.00    15.75     0.35   11.00    0.00   11.00   4.00  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           7.97    0.00    6.36   39.26    0.00   46.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     2.00    0.00   10.00     0.00  8784.00  1756.80     9.19  638.00    0.00  638.00 100.00 100.00
sdb               0.00     6.00    0.00   11.00     0.00  9624.00  1749.82    79.82  272.00    0.00  272.00  90.91 100.00
sdc               0.00    23.00    0.00  133.00     0.00  4620.00    69.47   137.72  984.36    0.00  984.36   7.52 100.00
sdd               0.00    10.00    0.00    8.00     0.00  8336.00  2084.00     8.00  877.50    0.00  877.50 125.00 100.00
sde               0.00     3.00    0.00    3.00     0.00   784.00   522.67     7.91  745.33    0.00  745.33 333.33 100.00
sdf               0.00     4.00    1.00    7.00     8.00  3896.00   976.00    12.06 1026.50 1044.00 1024.00 125.00 100.00
sdg               0.00    19.00    0.00  136.00     0.00  6742.00    99.15   140.11  272.50    0.00  272.50   7.35 100.00
sdh               0.00     7.00    0.00  152.00     0.00  9277.00   122.07    22.16  264.47    0.00  264.47   6.58 100.00
sdi               0.00     7.00    0.00    9.00     0.00  8584.00  1907.56   165.15  728.00    0.00  728.00 111.11 100.00
sdl               0.00    27.00    1.00    5.00     8.00  5912.00  1973.33    98.72  878.67  236.00 1007.20 166.67 100.00
sdj               0.00     0.00    0.00   19.00     0.00 24504.00  2579.37    49.05  676.84    0.00  676.84  52.63 100.00
sdk               0.00     4.00    0.00   12.00     0.00 11080.00  1846.67    11.02 1030.67    0.00 1030.67  83.33 100.00
sdm               0.00     6.00    0.00   97.00     0.00  5729.50   118.13    20.19  308.25    0.00  308.25  10.31 100.00
sdo               0.00     2.00    0.00    4.00     0.00  3608.00  1804.00     6.10  649.00    0.00  649.00 250.00 100.00
sdn               0.00     4.00    0.00   11.00     0.00  5468.00   994.18    13.82  529.09    0.00  529.09  90.91 100.00
sdp               0.00     4.00    0.00   13.00     0.00 13980.00  2150.77    11.88  683.69    0.00  683.69  76.92 100.00
sdr               0.00     4.00    0.00    5.00     0.00  5476.00  2190.40    12.18  552.00    0.00  552.00 200.00 100.00
