       p2p2       
 KB/s in  KB/s out
477027.8  268644.5
509996.7  392822.5
476061.8  393593.7
487396.8  321010.8
       p2p2       
 KB/s in  KB/s out
500576.7  278769.6
536290.0  276150.9
557788.6  325442.2
540083.3  363668.5
464212.7  335521.5
398720.4  144753.1
548505.2  402673.2
429903.3  222104.9
453405.5  277528.2
444702.6  362274.5
274174.0  95481.19
115146.4  26687.03
299375.2  161627.3
277807.5  178541.0
337494.2  199365.1
169941.7  87186.83
180859.1  165623.3
497781.8  303613.4
482102.9  436206.1
468884.3  406752.0
551145.7  325526.1
442291.4  328814.3
       p2p2       
 KB/s in  KB/s out
342615.8  182739.8
166215.2  208992.6
303392.3  217200.2
361415.0  310852.7
502992.1  378958.9
541279.8  411319.3
496894.7  314705.6
515206.4  239616.0
564306.5  341861.0
536446.2  346218.2
479079.9  294610.9
521526.7  311171.1
439795.8  314427.4
471213.0  331345.0
505996.9  342841.5
504908.8  324774.0
513475.4  329419.3
452947.2  345779.9
475548.3  345399.0
411030.3  297627.3
467017.2  361169.4
302695.3  102681.4
       p2p2       
 KB/s in  KB/s out
313139.2  163283.0
355142.4  253877.6
531482.4  459573.6
262590.0  96043.17
310293.2  164949.7
419352.7  268729.9
510442.2  399041.9
502487.0  327325.2
471320.8  283870.1
442216.9  324124.7
493760.9  343178.3
514594.7  429861.8
439245.9  253730.0
506794.4  401717.8
513027.7  395146.2
538848.2  431904.9
488060.1  422156.5
480159.4  315499.9
477363.4  298081.6
500965.8  337931.0
462690.1  296769.9
561156.4  326245.7
       p2p2       
 KB/s in  KB/s out
499452.3  378135.8
519187.3  265022.6
462586.3  229207.8
431024.6  214141.3
249489.6  154004.3
411188.6  271531.1
522482.1  361305.1
468089.8  331609.9
481198.6  291322.3
411538.5  186309.6
495588.4  378387.9
459454.2  325777.1
568122.5  379349.9
432113.0  322277.2
420994.9  280515.1
522653.7  310495.5
369478.6  300847.2
372430.9  259012.0
300886.3  216275.0
387584.0  250291.3
505398.1  323973.3
489990.1  246501.5
       p2p2       
 KB/s in  KB/s out
422972.6  356301.0
502127.8  292276.4
528857.8  369381.6
410859.7  275772.1
412767.5  259038.9
183859.5  147287.9
43812.83  39380.70
11525.25   3873.36
 1137.84    517.86
  692.54    543.91
  490.55    401.02
359340.2  205836.9
390794.7  165270.2
392382.4  280094.8
339419.4  167312.7
296700.3  187531.1
489457.8  450258.7
502672.8  349859.5
521252.9  367065.6
538277.3  349388.5
537432.3  356039.0
533395.8  359531.7
       p2p2       
 KB/s in  KB/s out
452746.3  357174.7
439169.6  341506.6
347927.3  257873.7
164489.2  123087.5
165852.1  122825.1
489050.5  341462.7
379076.1  273081.8
485278.8  303305.8
484393.1  337730.2
504052.4  296710.0
509189.6  329678.4
512037.4  382108.3
507093.2  358856.3
529567.5  402556.5
512499.1  370944.8
574791.8  360341.2
443698.1  238427.4
374893.4  247974.6
331981.9  224667.8
44336.64  14517.95
160144.7  88037.89
217673.1  95950.28
       p2p2       
 KB/s in  KB/s out
295174.0  164881.8
86359.96  43769.91
176536.9  106566.4
171844.0  110891.5
