       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1781.91   1016.54
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1479.50   1199.02
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1745.90   1296.52
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.33      0.00      0.00   1590.19    975.90
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1382.83    789.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1569.33   1408.30
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1611.64   1274.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1765.59   1693.90
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1822.62   1638.73
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1432.23    996.31
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1567.73   1500.57
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1392.34   1200.79
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1419.01   1048.01
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1463.36   1609.82
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1495.59   1018.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1426.93   1437.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1639.04   1477.36
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1495.13    985.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1528.14   1425.69
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.33      0.00      0.00   1724.51   1439.12
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1622.91   1033.76
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1710.82   1358.07
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1697.97   1366.92
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1630.41   1626.39
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1544.41   1640.94
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1637.71   1549.13
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1426.64   1309.23
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1646.04   1117.74
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1393.75   1297.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1449.16    942.20
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1724.68   1558.31
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1601.04   1374.67
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1245.04    847.27
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.33      0.00      0.00   1993.09   1661.19
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1686.60   1515.61
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1512.91   1393.36
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1490.58   1220.83
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1729.30   1139.65
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1344.96   1311.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1284.22    912.76
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    654.78    652.68
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    637.75    643.44
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.33      0.00      0.00    767.05    764.47
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    645.56    652.98
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    621.58    620.82
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    609.92    605.96
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    754.22    740.39
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    702.25    715.81
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    732.57    723.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    719.61    710.49
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    664.13    680.05
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    696.61    692.09
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    647.79    682.88
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    767.09    789.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    878.93    864.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    590.68    597.73
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    761.54    744.57
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.33      0.00      0.00    748.27    752.83
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    669.02    674.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    935.36    918.92
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    698.08    652.39
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    563.04    545.78
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    715.94    747.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    835.45    869.89
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    590.52    612.92
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    802.73    784.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    816.24    842.84
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    887.82    880.90
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    814.96    796.24
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    846.53    821.93
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    602.48    608.47
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    758.72    736.76
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    692.97    714.82
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    698.49    695.63
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    755.06    777.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    773.20    759.99
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    670.38    663.56
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    541.02    549.13
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    614.66    615.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    682.85    647.03
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    779.83    717.04
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    654.47    672.77
