Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.13    0.00    3.70    1.76    0.00   84.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdt               0.00     0.00    0.00   80.00     0.00 31876.00   796.90    11.98  264.85    0.00  264.85  11.90  95.20
sdu               0.00     1.00    0.00  237.00     0.00 84196.00   710.51    30.30   50.06    0.00   50.06   4.24 100.40
sdw               0.00     0.00    0.00  110.00     0.00 36480.00   663.27     8.54   79.31    0.00   79.31   9.09 100.00
sdv               0.00     0.00    0.00  111.00     0.00 43844.00   789.98    10.49   91.89    0.00   91.89   9.05 100.40
sdx               0.00     0.00    4.00  125.00    32.00 29708.00   461.09     0.92    6.54   15.00    6.27   2.91  37.60
sdy               0.00     0.00    1.00  121.00     8.00 38224.00   626.75     4.11   32.66   72.00   32.33   5.84  71.20
sdo               0.00     0.00    0.00   81.00     0.00 29428.00   726.62     8.15   38.81    0.00   38.81   6.72  54.40
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          36.49    0.00   24.23   17.14    0.00   22.14

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00  168.00     0.00 63028.00   750.33     7.06   43.60    0.00   43.60   5.62  94.40
sdc               0.00     0.00    0.00   75.00     0.00 18224.00   485.97     0.82   10.88    0.00   10.88   5.33  40.00
sdd               0.00     0.00    0.00  173.00     0.00 54960.00   635.38    10.46   54.43    0.00   54.43   5.73  99.20
sde               0.00     0.00    0.00  105.00     0.00 37504.00   714.36    10.85  135.47    0.00  135.47   8.15  85.60
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     1.00    1.00  152.00     8.00 46784.00   611.66     1.89   12.37   20.00   12.32   3.71  56.80
sdg               0.00     3.00    0.00   91.00     0.00 30808.00   677.10     6.71  111.03    0.00  111.03  10.95  99.60
sdi               0.00     2.00    0.00  212.00     0.00 71764.00   677.02     4.28   19.00    0.00   19.00   4.15  88.00
sdj               0.00     4.00    1.00  202.00     8.00 69544.00   685.24    31.62   67.61  128.00   67.31   4.93 100.00
sdk               0.00     0.00    0.00  112.00     0.00 38664.00   690.43     3.36   31.57    0.00   31.57   5.64  63.20
sdl               0.00     1.00    0.00  153.00     0.00 52364.00   684.50     3.96   26.54    0.00   26.54   4.44  68.00
sdm               0.00   142.00   14.00  612.00   112.00 40400.00   129.43    19.82   15.81   13.14   15.88   1.13  70.80
sdh               0.00     0.00    1.00  147.00     8.00 55952.00   756.22     8.07   56.62   28.00   56.82   6.46  95.60
sdn               0.00     0.00    3.00  147.00    24.00 49868.00   665.23    17.44  213.76  421.33  209.52   6.67 100.00
sdp               0.00     0.00    0.00  173.00     0.00 54028.00   624.60     8.17   52.72    0.00   52.72   5.73  99.20
sdq               0.00     0.00    0.00   44.00     0.00 11452.00   520.55     1.68   38.27    0.00   38.27  13.09  57.60
sdr               0.00    32.00    0.00  111.00     0.00  9787.50   176.35     0.62    5.33    0.00    5.33   3.24  36.00
sds               0.00     4.00    0.00  102.00     0.00 32964.00   646.35     7.17   79.65    0.00   79.65   7.80  79.60
sdt               0.00     0.00    0.00   72.00     0.00 17716.00   492.11     1.59   31.67    0.00   31.67   7.94  57.20
sdu               0.00     0.00    0.00  144.00     0.00 59280.00   823.33    37.30  358.00    0.00  358.00   6.94 100.00
sdw               0.00     0.00    0.00  114.00     0.00 40096.00   703.44     9.52   85.72    0.00   85.72   8.74  99.60
sdv               0.00     0.00    0.00   63.00     0.00 23100.00   733.33    10.47  133.52    0.00  133.52  15.87 100.00
sdx               0.00    54.00    6.00  489.00    44.00 71207.00   287.88     7.45   14.96   70.67   14.27   2.01  99.60
sdy               0.00     0.00    1.00  154.00     8.00 49316.00   636.44     5.62   36.28  156.00   35.51   6.22  96.40
sdo               0.00     0.00    0.00  118.00     0.00 51436.00   871.80    23.46  221.15    0.00  221.15   8.41  99.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          28.03    0.00   18.51   17.98    0.00   35.48

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    1.00  228.00     8.00 76132.00   664.98     4.44   19.39   32.00   19.33   3.67  84.00
sdc               0.00     2.00    0.00  121.00     0.00 39008.00   644.76     5.12   38.78    0.00   38.78   7.04  85.20
sdd               0.00     1.00    0.00  164.00     0.00 72736.00   887.02    72.26  243.51    0.00  243.51   6.10 100.00
sde               0.00     2.00    0.00   33.00     0.00  7788.00   472.00     0.19    5.82    0.00    5.82   3.88  12.80
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  115.00     0.00 38180.00   664.00     1.87   16.28    0.00   16.28   3.86  44.40
sdg               0.00     3.00    0.00  109.00     0.00 35580.00   652.84     2.82   25.58    0.00   25.58   7.08  77.20
sdi               0.00     0.00    0.00  125.00     0.00 40008.00   640.13     1.76   16.35    0.00   16.35   3.30  41.20
sdj               0.00     0.00    0.00  142.00     0.00 55684.00   784.28    37.44  406.37    0.00  406.37   6.99  99.20
sdk               0.00     0.00    0.00  125.00     0.00 39776.00   636.42     2.29   17.09    0.00   17.09   3.30  41.20
sdl               0.00     0.00    0.00  132.00     0.00 43884.00   664.91     2.88   22.00    0.00   22.00   4.15  54.80
sdm               0.00     1.00    0.00   83.00     0.00 30160.00   726.75     7.18  206.94    0.00  206.94   9.49  78.80
sdh               0.00     0.00    1.00  151.00     8.00 48792.00   642.11     4.05   24.66    0.00   24.82   4.84  73.60
sdn               0.00     1.00    6.00  161.00    48.00 64712.00   775.57    27.24  171.81  173.33  171.75   5.96  99.60
sdp               0.00     0.00    0.00  188.00     0.00 68228.00   725.83     6.92   36.89    0.00   36.89   5.26  98.80
sdq               0.00     0.00    0.00    9.00     0.00   808.00   179.56     0.02    0.44    0.00    0.44   1.78   1.60
sdr               0.00     0.00    0.00   18.00     0.00  6684.00   742.67     0.60   35.11    0.00   35.11  18.89  34.00
sds               0.00     0.00    0.00   49.00     0.00 13236.00   540.24     0.86   18.29    0.00   18.29   7.27  35.60
sdt               0.00     0.00    0.00   52.00     0.00 14008.00   538.77     0.81   24.92    0.00   24.92   5.23  27.20
sdu               0.00     4.00    0.00  126.00     0.00 48156.00   764.38    20.42  145.62    0.00  145.62   7.94 100.00
sdw               0.00     0.00    0.00  113.00     0.00 40168.00   710.94     7.05   62.58    0.00   62.58   8.81  99.60
sdv               0.00     0.00    1.00  103.00     8.00 36152.00   695.38    10.00  102.23  292.00  100.39   9.58  99.60
sdx               0.00     0.00    1.00  203.00     8.00 59324.00   581.69     8.67   36.65  100.00   36.33   4.88  99.60
sdy               0.00     1.00    0.00  194.00     0.00 72760.00   750.10    48.92  105.32    0.00  105.32   5.15 100.00
sdo               0.00     0.00    0.00   79.00     0.00 22848.00   578.43     3.06   74.68    0.00   74.68  10.84  85.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          15.45    0.00   11.17   15.50    0.00   57.88

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   60.00     0.00 19112.00   637.07     0.92   15.27    0.00   15.27   3.87  23.20
sdc               0.00     0.00    1.00   83.00     8.00 30120.00   717.33     2.59   35.95   64.00   35.61   6.19  52.00
sdd               0.00     3.00    0.00  112.00     0.00 44804.00   800.07    13.86  420.00    0.00  420.00   8.93 100.00
sde               0.00     2.00    0.00   44.00     0.00 13704.00   622.91     1.40   23.73    0.00   23.73   6.45  28.40
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00    8.00     0.00  2080.00   520.00     0.02    2.00    0.00    2.00   2.00   1.60
sdg               0.00     0.00    0.00   28.00     0.00  9544.00   681.71     1.52   62.00    0.00   62.00  10.14  28.40
sdi               0.00     0.00    0.00   70.00     0.00 23720.00   677.71     1.44   20.63    0.00   20.63   4.00  28.00
sdj               0.00     0.00    0.00  112.00     0.00 38948.00   695.50    14.83  117.36    0.00  117.36   8.93 100.00
sdk               0.00     0.00    0.00   92.00     0.00 28144.00   611.83     1.85   21.83    0.00   21.83   3.83  35.20
sdl               0.00     0.00    0.00   19.00     0.00  6440.00   677.89     0.24   12.84    0.00   12.84   3.16   6.00
sdm               0.00     0.00    0.00   46.00     0.00 13540.00   588.70     3.33   72.35    0.00   72.35  13.83  63.60
sdh               0.00     0.00    0.00   26.00     0.00  9772.00   751.69     0.45   30.46    0.00   30.46   4.31  11.20
sdn               0.00   122.00    5.00  983.00    40.00 22592.00    45.81     2.75    1.73   59.20    1.44   0.71  70.40
sdp               0.00     0.00    0.00   87.00     0.00 31160.00   716.32     1.87   23.86    0.00   23.86   4.09  35.60
sdq               0.00     0.00    0.00   33.00     0.00  8072.00   489.21     4.73  117.58    0.00  117.58  21.33  70.40
sdr               0.00     0.00    0.00   24.00     0.00  8000.00   666.67     0.33   13.83    0.00   13.83   3.50   8.40
sds               0.00     3.00    0.00  104.00     0.00 32060.00   616.54     2.58   24.19    0.00   24.19   5.08  52.80
sdt               0.00     0.00    0.00   63.00     0.00 16612.00   527.37     1.46   23.05    0.00   23.05   5.59  35.20
sdu               0.00     0.00    1.00   60.00     8.00 19412.00   636.72     2.71  147.74   32.00  149.67  10.36  63.20
sdw               0.00     0.00    0.00  125.00     0.00 47584.00   761.34     6.14   49.73    0.00   49.73   7.94  99.20
sdv               0.00     0.00    0.00   70.00     0.00 31528.00   900.80     7.03  113.83    0.00  113.83  14.17  99.20
sdx               0.00     0.00    0.00   83.00     0.00 29620.00   713.73     8.76  110.65    0.00  110.65  12.05 100.00
sdy               0.00     0.00    0.00  120.00     0.00 51124.00   852.07    30.68  474.27    0.00  474.27   8.33 100.00
sdo               0.00     0.00    0.00   21.00     0.00  2704.00   257.52     3.07   53.14    0.00   53.14  23.62  49.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          29.22    0.00   19.80   15.90    0.00   35.08

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     1.00    0.00   93.00     0.00 31960.00   687.31     1.23   13.20    0.00   13.20   3.23  30.00
sdc               0.00     0.00   16.00  112.00   128.00 38224.00   599.25     4.43   30.66   48.75   28.07   7.12  91.20
sdd               0.00     3.00    0.00  156.00     0.00 53708.00   688.56     7.02   47.31    0.00   47.31   5.62  87.60
sde               0.00     0.00    0.00   33.00     0.00 13100.00   793.94     0.71   32.48    0.00   32.48   6.18  20.40
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  139.00     0.00 43904.00   631.71     2.45   16.60    0.00   16.60   3.51  48.80
sdg               0.00     2.00    0.00   95.00     0.00 29688.00   625.01     3.14   32.72    0.00   32.72   6.15  58.40
sdi               0.00     0.00    0.00   83.00     0.00 27108.00   653.20     0.82    9.93    0.00    9.93   2.80  23.20
sdj               0.00     4.00    0.00  149.00     0.00 48744.00   654.28     6.04   57.42    0.00   57.42   6.66  99.20
sdk               0.00     0.00    0.00  105.00     0.00 31784.00   605.41     1.73   14.86    0.00   14.86   3.39  35.60
sdl               0.00     1.00    0.00  185.00     0.00 63472.00   686.18     4.69   25.34    0.00   25.34   4.19  77.60
sdm               0.00     2.00    0.00  140.00     0.00 42792.00   611.31     7.44   45.57    0.00   45.57   6.49  90.80
sdh               0.00     0.00    1.00   72.00     8.00 23492.00   643.84     2.41   33.04   48.00   32.83   6.14  44.80
sdn               0.00    30.00    5.00  236.00    40.00 50476.50   419.22    10.87   45.29   83.20   44.49   4.15 100.00
sdp               0.00     0.00    1.00  211.00     8.00 72020.00   679.51     4.85   22.34   20.00   22.35   3.75  79.60
sdq               0.00     2.00    0.00   98.00     0.00 32472.00   662.69     2.74   36.73    0.00   36.73   5.55  54.40
sdr               0.00     0.00    0.00   73.00     0.00 21724.00   595.18     0.78   10.14    0.00   10.14   3.23  23.60
sds               0.00     1.00    0.00  104.00     0.00 35572.00   684.08     2.82   27.65    0.00   27.65   5.35  55.60
sdt               0.00     0.00    0.00  123.00     0.00 41264.00   670.96     4.21   34.08    0.00   34.08   6.18  76.00
sdu               0.00     0.00    0.00   48.00     0.00 11460.00   477.50     0.54   11.25    0.00   11.25   4.92  23.60
sdw               0.00     0.00    0.00   91.00     0.00 32216.00   708.04     2.33   27.43    0.00   27.43   6.07  55.20
sdv               0.00     1.00    1.00  129.00     8.00 55592.00   855.38    29.14  232.83  100.00  233.86   6.80  88.40
sdx               0.00     0.00    0.00  254.00     0.00 93596.00   736.98     7.64   33.61    0.00   33.61   3.86  98.00
sdy               0.00     2.00    1.00  149.00     4.00 55756.00   743.47    21.22  150.75   96.00  151.11   6.67 100.00
sdo               0.00     0.00    0.00   91.00     0.00 26416.00   580.57     5.46   80.22    0.00   80.22   8.66  78.80
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          30.48    0.00   19.36   12.82    0.00   37.33

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   29.00     0.00  9564.00   659.59     0.32   10.90    0.00   10.90   2.90   8.40
sdc               0.00    82.00    5.00  456.00    40.00 17265.50    75.08     2.16    5.64   20.00    5.48   1.47  67.60
sdd               0.00     0.00    0.00  153.00     0.00 47648.00   622.85     6.85   28.73    0.00   28.73   5.80  88.80
sde               0.00     0.00    0.00   71.00     0.00 22232.00   626.25     1.70   18.08    0.00   18.08   6.87  48.80
sda               0.00     2.00    0.00    2.00     0.00    16.00    16.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  120.00     0.00 43324.00   722.07     2.64   23.20    0.00   23.20   4.37  52.40
sdg               0.00     0.00    0.00   78.00     0.00 26820.00   687.69     2.90   33.85    0.00   33.85   7.44  58.00
sdi               0.00   142.00   21.00  724.00   168.00 26623.50    71.92     1.61    2.16   26.10    1.46   0.81  60.40
sdj               0.00     0.00    0.00  143.00     0.00 45656.00   638.55    13.65   80.48    0.00   80.48   6.99 100.00
sdk               0.00     0.00    0.00  104.00     0.00 35328.00   679.38     2.12   22.00    0.00   22.00   4.19  43.60
sdl               0.00     1.00    0.00  128.00     0.00 41056.00   641.50     2.60   20.31    0.00   20.31   3.62  46.40
sdm               0.00     2.00    0.00   98.00     0.00 37824.00   771.92     8.43   91.43    0.00   91.43  10.16  99.60
sdh               0.00     0.00    1.00  140.00     4.00 45928.00   651.52     4.08   28.94   24.00   28.97   5.02  70.80
sdn               0.00     0.00    0.00  162.00     0.00 61152.00   754.96    11.15   74.10    0.00   74.10   6.12  99.20
sdp               0.00     0.00    0.00  111.00     0.00 37396.00   673.80     1.65   15.89    0.00   15.89   3.35  37.20
sdq               0.00     0.00    1.00  102.00     8.00 32620.00   633.55     5.91   53.51  108.00   52.98   5.59  57.60
sdr               0.00     0.00    0.00  144.00     0.00 48740.00   676.94     3.27   23.00    0.00   23.00   3.86  55.60
sds               0.00     0.00    0.00   57.00     0.00 18328.00   643.09     0.92   16.21    0.00   16.21   4.70  26.80
sdt               0.00     0.00    0.00   18.00     0.00  6444.00   716.00     0.46   27.33    0.00   27.33   7.33  13.20
sdu               0.00     2.00    0.00   89.00     0.00 27152.00   610.16     1.57   17.71    0.00   17.71   4.27  38.00
sdw               0.00     0.00    0.00  116.00     0.00 37240.00   642.07     4.38   29.31    0.00   29.31   4.59  53.20
sdv               0.00     0.00    0.00   77.00     0.00 20824.00   540.88     2.81   36.47    0.00   36.47   6.81  52.40
sdx               0.00     0.00    0.00   75.00     0.00 28796.00   767.89     1.46   19.52    0.00   19.52   3.95  29.60
sdy               0.00     3.00    0.00  121.00     0.00 32944.00   544.53     4.54   43.11    0.00   43.11   7.57  91.60
sdo               0.00     0.00    0.00   89.00     0.00 28408.00   638.38     2.97   32.58    0.00   32.58   7.78  69.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.83    0.00    5.06   15.25    0.00   72.86

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00   81.00     0.00 26072.00   643.75     1.30   16.05    0.00   16.05   3.95  32.00
sdc               0.00     0.00    0.00   26.00     0.00  9024.00   694.15     2.14   84.92    0.00   84.92  17.23  44.80
sdd               0.00     0.00    0.00   99.00     0.00 39816.00   804.36     5.35   78.83    0.00   78.83   8.53  84.40
sde               0.00     0.00    0.00   12.00     0.00  4880.00   813.33     0.34   63.33    0.00   63.33   8.00   9.60
sda               0.00     0.00    1.00    0.00     4.00     0.00     8.00     0.01    8.00    8.00    0.00   8.00   0.80
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdg               0.00     0.00    0.00    9.00     0.00  2328.00   517.33     0.04   37.33    0.00   37.33   4.00   3.60
sdi               0.00     0.00    0.00   15.00     0.00  5652.00   753.60     1.71  114.13    0.00  114.13  31.20  46.80
sdj               0.00     0.00    0.00   85.00     0.00 33012.00   776.75    12.36  148.33    0.00  148.33  11.72  99.60
sdk               0.00     0.00    0.00    3.00     0.00   524.00   349.33     0.01    2.67    0.00    2.67   2.67   0.80
sdl               0.00     0.00    0.00   80.00     0.00 26076.00   651.90     1.70   21.25    0.00   21.25   3.90  31.20
sdm               0.00     0.00    0.00   23.00     0.00  7996.00   695.30     1.37   46.26    0.00   46.26  13.91  32.00
sdh               0.00     0.00    0.00   26.00     0.00  8516.00   655.08     0.24    9.08    0.00    9.08   3.69   9.60
sdn               0.00     0.00    0.00   54.00     0.00 21580.00   799.26     6.23   89.41    0.00   89.41  18.22  98.40
sdp               0.00     1.00    0.00   68.00     0.00 23204.00   682.47     0.86   12.59    0.00   12.59   3.24  22.00
sdq               0.00     0.00    0.00   55.00     0.00 21328.00   775.56     2.28   48.65    0.00   48.65   7.20  39.60
sdr               0.00     0.00    0.00    2.00     0.00   520.00   520.00     0.01    4.00    0.00    4.00   2.00   0.40
sds               0.00     0.00    0.00   52.00     0.00 17032.00   655.08     2.36   45.38    0.00   45.38   7.54  39.20
sdt               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdu               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdw               0.00     0.00    1.00   56.00     8.00 22100.00   775.72     2.42   59.65  252.00   56.21   8.28  47.20
sdv               0.00     0.00    0.00   33.00     0.00  7812.00   473.45     0.40   12.00    0.00   12.00   6.42  21.20
sdx               0.00     0.00    0.00   36.00     0.00 11360.00   631.11     1.21   27.56    0.00   27.56   8.44  30.40
sdy               0.00     1.00    0.00   95.00     0.00 38272.00   805.73     4.60   50.78    0.00   50.78   9.43  89.60
sdo               0.00     0.00    0.00   78.00     0.00 28872.00   740.31     4.21   58.26    0.00   58.26  10.46  81.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

