Linux 3.19.0-25-generic (dss-storage-2) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           8.45    0.00    3.58    1.57    0.00   86.40

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdw               0.00    14.00    0.00   32.00     0.00 28540.00  1783.75     9.99  417.50    0.00  417.50  31.37 100.40
sdx               0.00    14.00    0.00   32.00     0.00 30360.00  1897.50    11.21  428.75    0.00  428.75  31.37 100.40
sdy               0.00    10.00    0.00   35.00     0.00 28760.00  1643.43    11.12  444.11    0.00  444.11  28.69 100.40
sds               0.00    12.00    0.00   27.00     0.00 22576.00  1672.30     8.34  426.96    0.00  426.96  37.19 100.40
sdq               0.00    17.00    0.00   29.00     0.00 27480.00  1895.17    11.13  502.76    0.00  502.76  34.62 100.40
sdz               0.00    18.00    0.00   12.00     0.00   916.00   152.67     0.16   13.00    0.00   13.00  13.00  15.60
dm-0              0.00     0.00    0.00   30.00     0.00   916.00    61.07     0.39   13.07    0.00   13.07   5.20  15.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          36.11    0.00   16.44   18.55    0.00   28.90

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    11.00    0.00   32.00     0.00 27428.00  1714.25     8.78  258.50    0.00  258.50  31.25 100.00
sdb               0.00     4.00    4.00    7.00    32.00  8708.00  1589.09     3.03  255.64  247.00  260.57  90.91 100.00
sdc               0.00    17.00    3.00   37.00    24.00 32648.00  1633.60    12.29  273.70  256.00  275.14  25.00 100.00
sdd               0.00    14.00    0.00   29.00     0.00 23832.00  1643.59     9.64  268.69    0.00  268.69  34.34  99.60
sdf               0.00    19.00    2.00   39.00    16.00 38652.00  1886.24    11.82  295.61  286.00  296.10  24.39 100.00
sde               0.00    21.00    0.00   47.00     0.00 39480.00  1680.00    11.73  225.70    0.00  225.70  21.28 100.00
sdg               0.00    19.00    0.00   41.00     0.00 38892.00  1897.17    10.86  238.73    0.00  238.73  24.39 100.00
sdh               0.00     7.00    0.00  117.00     0.00 17277.00   295.33     8.88  197.37    0.00  197.37   8.55 100.00
sdi               0.00    17.00    0.00   37.00     0.00 37848.00  2045.84    11.27  253.19    0.00  253.19  27.03 100.00
sdj               0.00    15.00    0.00   40.00     0.00 33444.00  1672.20    11.28  235.30    0.00  235.30  25.00 100.00
sdk               0.00     9.00    0.00   32.00     0.00 22304.00  1394.00     9.57  271.38    0.00  271.38  31.25 100.00
sdl               0.00    32.00    1.00  236.00     8.00 19964.50   168.54    47.44  200.68  196.00  200.69   4.22 100.00
sdm               0.00    17.00    0.00   45.00     0.00 37640.00  1672.89    11.78  238.67    0.00  238.67  22.22 100.00
sdo               0.00    12.00    0.00  181.00     0.00 14775.00   163.26    20.62  143.93    0.00  143.93   5.52 100.00
sdn               0.00    13.00    0.00   43.00     0.00 34204.00  1590.88    11.57  243.53    0.00  243.53  23.26 100.00
sdp               0.00     5.00    0.00   26.00     0.00 20436.00  1572.00     6.64  258.62    0.00  258.62  38.46 100.00
sdr               0.00    18.00    0.00   39.00     0.00 34464.00  1767.38    10.80  244.92    0.00  244.92  25.54  99.60
sdt               0.00    13.00    0.00   41.00     0.00 34540.00  1684.88     9.94  237.07    0.00  237.07  24.29  99.60
sdu               0.00    12.00    0.00   31.00     0.00 26664.00  1720.26     9.08  244.52    0.00  244.52  32.13  99.60
sdv               0.00    11.00    0.00   31.00     0.00 29524.00  1904.77     7.95  232.77    0.00  232.77  32.13  99.60
sdw               0.00    20.00    0.00   42.00     0.00 39948.00  1902.29    11.38  246.95    0.00  246.95  23.71  99.60
sdx               0.00    15.00    0.00   38.00     0.00 33696.00  1773.47    11.93  255.37    0.00  255.37  26.32 100.00
sdy               0.00     5.00    0.00   30.00     0.00 15044.00  1002.93     7.98  254.67    0.00  254.67  33.33 100.00
sds               0.00     5.00    0.00   23.00     0.00 17296.00  1504.00     6.80  267.65    0.00  267.65  43.48 100.00
sdq               0.00    18.00    0.00   40.00     0.00 37092.00  1854.60    10.79  277.50    0.00  277.50  25.00 100.00
sdz               0.00    18.00    0.00   12.00     0.00   560.00    93.33     0.15   12.33    0.00   12.33  12.33  14.80
dm-0              0.00     0.00    0.00   30.00     0.00   560.00    37.33     0.37   12.27    0.00   12.27   4.93  14.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          38.95    0.00   19.63   18.92    0.00   22.51

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    11.00    0.00   52.00     0.00 37612.00  1446.62     8.61  208.00    0.00  208.00  19.23 100.00
sdb               0.00    62.00    1.00  383.00     8.00 11614.00    60.53    54.68  143.75  308.00  143.32   2.58  99.20
sdc               0.00    72.00    4.00  344.00    32.00 48100.00   276.62    68.48  169.07  236.00  168.29   2.87 100.00
sdd               0.00     8.00    0.00   41.00     0.00 36488.00  1779.90     7.06  219.80    0.00  219.80  24.39 100.00
sdf               0.00    41.00    3.00  262.00    24.00 44455.00   335.69    45.68  175.41  256.00  174.49   3.77 100.00
sde               0.00    22.00    0.00   64.00     0.00 56776.00  1774.25    11.55  205.12    0.00  205.12  15.62 100.00
sdg               0.00    29.00    0.00   60.00     0.00 55248.00  1841.60    11.20  204.07    0.00  204.07  16.67 100.00
sdh               0.00     5.00    0.00   31.00     0.00 25852.00  1667.87     5.95  209.29    0.00  209.29  32.26 100.00
sdi               0.00    18.00    0.00   57.00     0.00 51576.00  1809.68     9.84  213.47    0.00  213.47  17.54 100.00
sdj               0.00    11.00    0.00   32.00     0.00 28228.00  1764.25     5.00  225.50    0.00  225.50  31.25 100.00
sdk               0.00    22.00    0.00   51.00     0.00 45916.00  1800.63     9.38  200.71    0.00  200.71  19.61 100.00
sdl               0.00    10.00    0.00   41.00     0.00 33104.00  1614.83     7.78  204.59    0.00  204.59  24.39 100.00
sdm               0.00    14.00    0.00   53.00     0.00 47148.00  1779.17     9.13  213.28    0.00  213.28  18.87 100.00
sdo               0.00     7.00    0.00   29.00     0.00 27172.00  1873.93     4.65  238.34    0.00  238.34  34.21  99.20
sdn               0.00     8.00    0.00   28.00     0.00 22232.00  1588.00     4.63  233.14    0.00  233.14  35.71 100.00
sdp               0.00    17.00    0.00   51.00     0.00 45424.00  1781.33    10.05  203.37    0.00  203.37  19.61 100.00
sdr               0.00    24.00    0.00   55.00     0.00 49032.00  1782.98    10.33  214.04    0.00  214.04  18.18 100.00
sdt               0.00    27.00    0.00   54.00     0.00 50028.00  1852.89    10.20  205.56    0.00  205.56  18.52 100.00
sdu               0.00    22.00    0.00   58.00     0.00 51144.00  1763.59     9.88  202.76    0.00  202.76  17.24 100.00
sdv               0.00    16.00    5.00   53.00    40.00 38672.00  1334.90    10.29  192.00  195.20  191.70  17.24 100.00
sdw               0.00     9.00    0.00   44.00     0.00 38844.00  1765.64     7.56  206.45    0.00  206.45  22.73 100.00
sdx               0.00    12.00    0.00   42.00     0.00 35336.00  1682.67     6.93  231.52    0.00  231.52  23.71  99.60
sdy               0.00    14.00    0.00   48.00     0.00 47676.00  1986.50     8.75  221.00    0.00  221.00  20.75  99.60
sds               0.00     7.00    0.00   21.00     0.00 21912.00  2086.86     4.00  236.19    0.00  236.19  47.43  99.60
sdq               0.00    14.00    1.00   42.00     4.00 38412.00  1786.79     8.21  223.53  220.00  223.62  23.16  99.60
sdz               0.00     9.00    0.00    6.00     0.00   108.00    36.00     0.08   14.00    0.00   14.00  14.00   8.40
dm-0              0.00     0.00    0.00   15.00     0.00   108.00    14.40     0.21   13.87    0.00   13.87   5.60   8.40
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          37.37    0.00   18.37   20.14    0.00   24.12

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    18.00   12.00   69.00    96.00 54920.00  1358.42     5.01   62.47   33.00   67.59  12.30  99.60
sdb               0.00     2.00    0.00   14.00     0.00  9040.00  1291.43     0.96   68.57    0.00   68.57  30.86  43.20
sdc               0.00    21.00    0.00  256.00     0.00 57667.50   450.53    18.97  118.75    0.00  118.75   3.91 100.00
sdd               0.00    24.00    0.00   50.00     0.00 54408.00  2176.32     2.49   51.68    0.00   51.68  19.36  96.80
sdf               0.00    26.00    0.00   73.00     0.00 66292.00  1816.22     6.60  104.99    0.00  104.99  13.59  99.20
sde               0.00    25.00    3.00  105.00    24.00 83244.00  1542.00     6.35   63.22   74.67   62.90   9.26 100.00
sdg               0.00    29.00    1.00   76.00     4.00 74000.00  1922.18     5.76   85.40  144.00   84.63  12.88  99.20
sdh               0.00    21.00    0.00   70.00     0.00 60768.00  1736.23     3.91   61.09    0.00   61.09  14.00  98.00
sdi               0.00    25.00    0.00   81.00     0.00 66260.00  1636.05     4.67   63.31    0.00   63.31  12.30  99.60
sdj               0.00    16.00    0.00   74.00     0.00 56432.00  1525.19     3.53   51.19    0.00   51.19  13.24  98.00
sdk               0.00    19.00    0.00   85.00     0.00 67056.00  1577.79     4.61   60.99    0.00   60.99  11.67  99.20
sdl               0.00    16.00    0.00   37.00     0.00 40272.00  2176.86     2.05   57.84    0.00   57.84  26.38  97.60
sdm               0.00    22.00    0.00   65.00     0.00 60132.00  1850.22     3.31   49.05    0.00   49.05  15.08  98.00
sdo               0.00    26.00    0.00   86.00     0.00 72160.00  1678.14     4.57   56.42    0.00   56.42  11.58  99.60
sdn               0.00    19.00    0.00   80.00     0.00 67732.00  1693.30     4.44   60.90    0.00   60.90  12.35  98.80
sdp               0.00    14.00    0.00   64.00     0.00 51768.00  1617.75     3.98   72.44    0.00   72.44  15.62 100.00
sdr               0.00    23.00    0.00  105.00     0.00 82092.00  1563.66     4.87   54.21    0.00   54.21   9.52 100.00
sdt               0.00    20.00    0.00   72.00     0.00 63920.00  1775.56     4.57   70.67    0.00   70.67  13.83  99.60
sdu               0.00   142.00   12.00  795.00    96.00 65826.50   163.38     6.48    8.31   75.67    7.30   1.24 100.40
sdv               0.00    72.00    3.00  410.00    24.00 55477.00   268.77    17.29   42.81  154.67   41.99   2.43 100.40
sdw               0.00    21.00    0.00   65.00     0.00 58360.00  1795.69     3.65   53.23    0.00   53.23  15.14  98.40
sdx               0.00    26.00    0.00   83.00     0.00 70316.00  1694.36     4.38   56.87    0.00   56.87  12.00  99.60
sdy               0.00    24.00    0.00   73.00     0.00 62808.00  1720.77     4.08   57.59    0.00   57.59  13.48  98.40
sds               0.00    17.00    0.00   55.00     0.00 49856.00  1812.95     2.76   51.71    0.00   51.71  18.04  99.20
sdq               0.00    22.00    0.00   59.00     0.00 57792.00  1959.05     2.32   45.42    0.00   45.42  16.75  98.80
sdz               0.00    10.00    0.00    6.00     0.00   144.00    48.00     0.08   12.67    0.00   12.67  12.67   7.60
dm-0              0.00     0.00    0.00   16.00     0.00   144.00    18.00     0.22   13.75    0.00   13.75   4.75   7.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          12.61    0.00    7.28   29.06    0.00   51.06

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00   109.00    2.00  692.00    16.00 39201.50   113.02     2.13    3.00   66.00    2.82   1.42  98.40
sdb               0.00     4.00    0.00   29.00     0.00 18844.00  1299.59     1.04   36.00    0.00   36.00   8.28  24.00
sdc               0.00    18.00    0.00   34.00     0.00 41776.00  2457.41     2.56   50.12    0.00   50.12  28.94  98.40
sdd               0.00    23.00    0.00   67.00     0.00 67276.00  2008.24     1.72   26.03    0.00   26.03  11.58  77.60
sdf               0.00    18.00    0.00   34.00     0.00 43556.00  2562.12     1.40   38.82    0.00   38.82  28.82  98.00
sde               0.00   177.00   13.00 1054.00   104.00 64048.50   120.25     5.20    5.00   75.08    4.13   0.94 100.00
sdg               0.00    27.00    0.00   75.00     0.00 75564.00  2015.04     2.92   42.13    0.00   42.13  13.17  98.80
sdh               0.00     2.00    0.00   25.00     0.00  9084.00   726.72     0.21    8.32    0.00    8.32   4.96  12.40
sdi               0.00    26.00    0.00   53.00     0.00 65112.00  2457.06     1.91   34.87    0.00   34.87  18.42  97.60
sdj               0.00    23.00    0.00   64.00     0.00 65704.00  2053.25     1.82   29.94    0.00   29.94  14.88  95.20
sdk               0.00    27.00    0.00   75.00     0.00 74744.00  1993.17     2.31   30.56    0.00   30.56  13.12  98.40
sdl               0.00    15.00    0.00   50.00     0.00 41468.00  1658.72     1.78   30.88    0.00   30.88  15.92  79.60
sdm               0.00    20.00    0.00   70.00     0.00 62728.00  1792.23     2.93   41.66    0.00   41.66  14.23  99.60
sdo               0.00    14.00    0.00   24.00     0.00 34816.00  2901.33     1.13   49.50    0.00   49.50  31.67  76.00
sdn               0.00    17.00    0.00   60.00     0.00 50896.00  1696.53     1.55   26.00    0.00   26.00  11.73  70.40
sdp               0.00    20.00    0.00   47.00     0.00 51560.00  2194.04     1.98   42.30    0.00   42.30  18.98  89.20
sdr               0.00    25.00    1.00   61.00     8.00 63404.00  2045.55     2.58   41.61  140.00   40.00  15.68  97.20
sdt               0.00    25.00    0.00   78.00     0.00 73244.00  1878.05     2.94   37.23    0.00   37.23  12.56  98.00
sdu               0.00    11.00    1.00   42.00     8.00 37280.00  1734.33     1.82   37.30   84.00   36.19  23.16  99.60
sdv               0.00    19.00    0.00   44.00     0.00 47736.00  2169.82     3.18   67.09    0.00   67.09  22.45  98.80
sdw               0.00    24.00    0.00   72.00     0.00 68924.00  1914.56     2.82   42.50    0.00   42.50  13.39  96.40
sdx               0.00    33.00    0.00   72.00     0.00 80564.00  2237.89     2.38   33.83    0.00   33.83  13.61  98.00
sdy               0.00    29.00    0.00   63.00     0.00 72824.00  2311.87     2.08   31.62    0.00   31.62  15.49  97.60
sds               0.00     5.00    0.00   33.00     0.00 21672.00  1313.45     0.80   15.03    0.00   15.03   7.03  23.20
sdq               0.00    28.00    0.00   64.00     0.00 71580.00  2236.88     2.26   34.56    0.00   34.56  15.25  97.60
sdz               0.00    18.00    0.00   12.00     0.00   532.00    88.67     0.15   12.67    0.00   12.67  12.67  15.20
dm-0              0.00     0.00    0.00   30.00     0.00   532.00    35.47     0.42   13.87    0.00   13.87   5.07  15.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           5.45    0.00    5.94   25.47    0.00   63.14

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    10.00    0.00   30.00     0.00 28508.00  1900.53     2.06   73.87    0.00   73.87  31.33  94.00
sdb               0.00    20.00    0.00   36.00     0.00 44360.00  2464.44     4.38  121.56    0.00  121.56  12.33  44.40
sdc               0.00    12.00    0.00   33.00     0.00 33396.00  2024.00     3.48  121.82    0.00  121.82  29.94  98.80
sdd               0.00     0.00    0.00    2.00     0.00  1040.00  1040.00     0.00    2.00    0.00    2.00   2.00   0.40
sdf               0.00    14.00    0.00   31.00     0.00 32132.00  2073.03     1.95   65.94    0.00   65.94  32.00  99.20
sde               0.00     7.00    0.00   20.00     0.00 14900.00  1490.00     1.34   65.20    0.00   65.20  49.60  99.20
sdg               0.00    41.00    0.00   48.00     0.00 59984.00  2499.33     2.88   34.92    0.00   34.92  15.25  73.20
sdh               0.00    31.00    0.00   24.00     0.00 30032.00  2502.67     5.99   59.83    0.00   59.83  13.00  31.20
sdi               0.00     8.00    0.00   22.00     0.00 22812.00  2073.82     0.49   25.27    0.00   25.27  14.00  30.80
sdj               0.00    22.00    0.00    7.00     0.00  6152.00  1757.71     2.62   33.14    0.00   33.14  20.00  14.00
sdk               0.00    32.00    0.00   56.00     0.00 73528.00  2626.00     1.54   27.79    0.00   27.79  17.29  96.80
sdl               0.00     6.00    0.00   28.00     0.00 24424.00  1744.57     1.01   44.43    0.00   44.43  12.86  36.00
sdm               0.00    24.00    0.00   39.00     0.00 55048.00  2822.97     1.16   36.62    0.00   36.62  18.97  74.00
sdo               0.00     0.00    0.00    3.00     0.00  1560.00  1040.00     0.13   44.00    0.00   44.00  24.00   7.20
sdn               0.00   173.00   13.00  854.00   104.00 37456.00    86.64     5.13    2.78   13.54    2.62   0.61  52.80
sdp               0.00    23.00    0.00   29.00     0.00 26052.00  1796.69     2.43   36.00    0.00   36.00  10.62  30.80
sdr               0.00   134.00   13.00  796.00   104.00 43159.00   106.95     2.34    2.92   35.69    2.39   1.23  99.20
sdt               0.00    16.00    0.00   26.00     0.00 37120.00  2855.38     0.70   29.85    0.00   29.85  18.46  48.00
sdu               0.00    12.00    0.00   22.00     0.00 25136.00  2285.09     2.10  108.36    0.00  108.36  45.09  99.20
sdv               0.00    45.00    0.00   40.00     0.00 46036.00  2301.80     5.71   68.50    0.00   68.50  24.90  99.60
sdw               0.00    30.00    0.00   48.00     0.00 66052.00  2752.17     1.24   25.92    0.00   25.92  17.33  83.20
sdx               0.00     6.00    0.00   13.00     0.00 17412.00  2678.77     0.36   27.38    0.00   27.38  17.54  22.80
sdy               0.00     6.00    0.00   12.00     0.00 15880.00  2646.67     0.32   34.33    0.00   34.33  16.00  19.20
sds               0.00    33.00    0.00   29.00     0.00 28856.00  1990.07     2.67   36.69    0.00   36.69   9.38  27.20
sdq               0.00    11.00    0.00   39.00     0.00 37268.00  1911.18     1.54   41.64    0.00   41.64  11.18  43.60
sdz               0.00    13.00    0.00    7.00     0.00   828.00   236.57     0.11   14.86    0.00   14.86  15.43  10.80
dm-0              0.00     0.00    0.00   21.00     0.00   848.00    80.76     0.27   11.81    0.00   11.81   5.14  10.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           5.34    0.00    4.94   34.07    0.00   55.66

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     0.00    0.00    1.00     0.00     4.00     8.00     0.00    0.00    0.00    0.00   0.00   0.00
sdb               0.00     0.00    0.00    2.00     0.00  1040.00  1040.00     0.09   44.00    0.00   44.00  22.00   4.40
sdc               0.00    10.00    0.00   20.00     0.00 23572.00  2357.20     5.24   53.60    0.00   53.60  49.80  99.60
sdd               0.00    29.00    0.00   45.00     0.00 53668.00  2385.24     5.74  127.47    0.00  127.47  10.84  48.80
sdf               0.00    25.00    0.00   50.00     0.00 55892.00  2235.68     2.28   45.68    0.00   45.68  19.52  97.60
sde               0.00     8.00    0.00   21.00     0.00 21056.00  2005.33     2.93   74.48    0.00   74.48  47.43  99.60
sdg               0.00     0.00    0.00   27.00     0.00 34372.00  2546.07     2.50  139.85    0.00  139.85  12.44  33.60
sdh               0.00     3.00    2.00   41.00     8.00 45800.00  2130.60     6.93  267.16  258.00  267.61  12.19  52.40
sdi               0.00    32.00    0.00   40.00     0.00 58668.00  2933.40     8.02  200.50    0.00  200.50  16.10  64.40
sdj               0.00     0.00    0.00   23.00     0.00 38032.00  3307.13     4.39  294.61    0.00  294.61  22.61  52.00
sdk               0.00    32.00    0.00   50.00     0.00 70604.00  2824.16    12.52  250.64    0.00  250.64  14.16  70.80
sdl               0.00    31.00    0.00   53.00     0.00 63348.00  2390.49     7.47  140.91    0.00  140.91  12.75  67.60
sdm               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdo               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdn               0.00     2.00    0.00   26.00     0.00 31536.00  2425.85     2.49  200.46    0.00  200.46  14.77  38.40
sdp               0.00     0.00    0.00   21.00     0.00 31252.00  2976.38     2.53  187.81    0.00  187.81  15.81  33.20
sdr               0.00    45.00    0.00   55.00     0.00 93108.00  3385.75    24.41  353.31    0.00  353.31  18.18 100.00
sdt               0.00    27.00    0.00   46.00     0.00 57048.00  2480.35     8.02  174.43    0.00  174.43  13.74  63.20
sdu               0.00    38.00    0.00   60.00     0.00 86252.00  2875.07    15.32  256.27    0.00  256.27  14.93  89.60
sdv               0.00     2.00    0.00   45.00     0.00 63124.00  2805.51    12.37  348.36    0.00  348.36  21.69  97.60
sdw               0.00     0.00    0.00    3.00     0.00  1560.00  1040.00     0.02    5.33    0.00    5.33   5.33   1.60
sdx               0.00     3.00    0.00   21.00     0.00 14196.00  1352.00     0.74   35.05    0.00   35.05   9.71  20.40
sdy               0.00     4.00    0.00   29.00     0.00 19116.00  1318.34     0.48   16.41    0.00   16.41   6.21  18.00
sds               0.00     0.00    0.00   31.00     0.00 45356.00  2926.19     5.35  234.32    0.00  234.32  17.42  54.00
sdq               0.00     2.00    0.00    9.00     0.00  7476.00  1661.33     0.12   13.78    0.00   13.78   7.11   6.40
sdz               0.00    16.00    0.00   10.00     0.00   208.00    41.60     0.14   14.00    0.00   14.00  14.40  14.40
dm-0              0.00     0.00    0.00   26.00     0.00   192.00    14.77     0.40   15.85    0.00   15.85   5.54  14.40
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           6.36    0.00    4.82   13.48    0.00   75.34

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     2.00    0.00    8.00     0.00  6436.00  1609.00     0.76   95.50    0.00   95.50  30.00  24.00
sdb               0.00     0.00    0.00    2.00     0.00  1040.00  1040.00     0.15   76.00    0.00   76.00  42.00   8.40
sdc               0.00    33.00    0.00   38.00     0.00 53860.00  2834.74     8.75  270.74    0.00  270.74  26.32 100.00
sdd               0.00     0.00    0.00   12.00     0.00  5724.00   954.00     0.59   28.67    0.00   28.67  14.67  17.60
sdf               0.00    21.00    0.00   42.00     0.00 53816.00  2562.67     1.22   30.10    0.00   30.10  17.05  71.60
sde               0.00   102.00    0.00   27.00     0.00 25072.00  1857.19    21.05  306.22    0.00  306.22  37.04 100.00
sdg               0.00     0.00    0.00    1.00     0.00   520.00  1040.00     0.03   28.00    0.00   28.00  28.00   2.80
sdh               0.00     0.00    0.00    2.00     0.00     8.00     8.00     0.20    0.00    0.00    0.00  42.00   8.40
sdi               0.00     0.00    0.00   11.00     0.00  4692.00   853.09     0.14   12.36    0.00   12.36   6.91   7.60
sdj               0.00     0.00    0.00    2.00     0.00   524.00   524.00     0.00    0.00    0.00    0.00   0.00   0.00
sdk               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdl               0.00     0.00    0.00    7.00     0.00  3124.00   892.57     0.07   10.29    0.00   10.29   6.29   4.40
sdm               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.09    0.00    0.00    0.00   0.00   4.80
sdo               0.00    24.00    0.00   36.00     0.00 49356.00  2742.00     6.18  171.78    0.00  171.78  15.56  56.00
sdn               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdp               0.00     0.00    0.00    1.00     0.00   520.00  1040.00     0.02   24.00    0.00   24.00  24.00   2.40
sdr               0.00     4.00    0.00   22.00     0.00 13936.00  1266.91     2.06  310.55    0.00  310.55  21.45  47.20
sdt               0.00     0.00    0.00    5.00     0.00  2084.00   833.60     0.10    5.60    0.00    5.60  19.20   9.60
sdu               0.00     0.00    0.00    2.00     0.00   524.00   524.00     0.24    4.00    0.00    4.00  44.00   8.80
sdv               0.00     0.00    0.00    4.00     0.00  1564.00   782.00     0.10   26.00    0.00   26.00  25.00  10.00
sdw               0.00    32.00    0.00   50.00     0.00 63172.00  2526.88     7.53  144.88    0.00  144.88  14.24  71.20
sdx               0.00    25.00    0.00   46.00     0.00 53308.00  2317.74     6.56  126.00    0.00  126.00  13.57  62.40
sdy               0.00    26.00    0.00   34.00     0.00 51568.00  3033.41     6.38  187.53    0.00  187.53  16.47  56.00
sds               0.00     0.00    0.00    6.00     0.00  2340.00   780.00     0.04    7.33    0.00    7.33   7.33   4.40
sdq               0.00    21.00    0.00   30.00     0.00 43808.00  2920.53     4.48  149.33    0.00  149.33  15.07  45.20
sdz               0.00    10.00    0.00    7.00     0.00   116.00    33.14     0.08   12.57    0.00   12.57  11.43   8.00
dm-0              0.00     0.00    0.00   16.00     0.00   112.00    14.00     0.24   15.50    0.00   15.50   5.00   8.00
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
           8.56    0.00    3.72    8.61    0.00   79.11

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    25.00    0.00    0.00     0.00     0.00     0.00    24.15    0.00    0.00    0.00   0.00  84.00
sdb               0.00     0.00    0.00    0.00     0.00     0.00     0.00     3.35    0.00    0.00    0.00   0.00  79.60
sdc               0.00     0.00    0.00    7.00     0.00 14336.00  4096.00    11.03  553.71    0.00  553.71 142.86 100.00
sdd               0.00     0.00    0.00    0.00     0.00     0.00     0.00     7.58    0.00    0.00    0.00   0.00 100.00
sdf               0.00     0.00    0.00    0.00     0.00     0.00     0.00     6.85    0.00    0.00    0.00   0.00  80.40
sde               0.00     0.00    0.00   50.00     0.00 103424.00  4136.96    72.02  645.28    0.00  645.28  20.00 100.00
sdg               0.00     0.00    0.00    0.00     0.00     0.00     0.00     2.78    0.00    0.00    0.00   0.00  82.40
sdh               0.00     0.00    0.00    0.00     0.00     0.00     0.00     8.55    0.00    0.00    0.00   0.00 100.00
sdi               0.00     1.00    0.00    0.00     0.00     0.00     0.00     6.76    0.00    0.00    0.00   0.00  86.80
sdj               0.00     0.00    0.00    0.00     0.00     0.00     0.00     7.11    0.00    0.00    0.00   0.00  84.40
sdk               0.00     0.00    0.00    0.00     0.00     0.00     0.00     4.25    0.00    0.00    0.00   0.00  88.40
