Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

11:18:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:22:28 AM  all   79.01    0.00   13.19    2.00    0.00    3.17    0.00    0.00    0.00    2.63
11:22:29 AM  all   77.84    0.00   14.48    1.71    0.00    3.42    0.00    0.00    0.00    2.55
11:22:30 AM  all   76.27    0.00   14.37    2.99    0.00    3.08    0.00    0.00    0.00    3.29
11:22:31 AM  all   67.14    0.00   14.74    6.04    0.04    3.38    0.00    0.00    0.00    8.65
11:22:32 AM  all   68.87    0.00   15.37    4.44    0.00    3.16    0.00    0.00    0.00    8.16
11:22:33 AM  all   65.31    0.00   15.84    5.58    0.00    3.52    0.00    0.00    0.00    9.75
11:22:34 AM  all   67.53    0.00   14.87    4.52    0.00    2.98    0.00    0.00    0.00   10.10
11:22:35 AM  all   77.85    0.00   14.72    1.30    0.00    3.69    0.00    0.00    0.00    2.43
11:22:36 AM  all   77.06    0.00   14.82    1.97    0.00    3.73    0.00    0.00    0.00    2.43
11:22:37 AM  all   78.80    0.00   14.48    1.72    0.00    3.36    0.00    0.00    0.00    1.64
11:22:38 AM  all   77.77    0.00   15.29    1.76    0.00    3.26    0.00    0.00    0.00    1.92
11:22:39 AM  all   75.67    0.00   15.63    2.10    0.00    3.24    0.00    0.00    0.00    3.36
11:22:40 AM  all   75.79    0.00   14.36    2.03    0.00    3.76    0.00    0.00    0.00    4.06
11:22:41 AM  all   52.24    0.00   12.23   10.49    0.00    2.83    0.00    0.00    0.00   22.20
11:22:42 AM  all   33.62    0.00    8.58   11.19    0.00    1.57    0.00    0.00    0.00   45.03
11:22:43 AM  all   50.17    0.00   12.33    7.55    0.00    2.69    0.00    0.00    0.00   27.26
11:22:44 AM  all   76.88    0.00   14.52    1.13    0.00    4.11    0.00    0.00    0.00    3.36
11:22:45 AM  all   77.73    0.00   14.63    1.50    0.00    3.76    0.00    0.00    0.00    2.38
11:22:46 AM  all   79.68    0.00   13.57    1.68    0.00    3.18    0.00    0.00    0.00    1.89
11:22:47 AM  all   75.93    0.00   15.26    2.85    0.00    3.52    0.00    0.00    0.00    2.43
11:22:48 AM  all   72.58    0.00   15.26    4.37    0.00    2.94    0.00    0.00    0.00    4.84
11:22:49 AM  all   71.84    0.00   15.43    4.65    0.00    3.21    0.00    0.00    0.00    4.86
11:22:50 AM  all   66.40    0.00   14.55    5.91    0.00    3.51    0.00    0.00    0.00    9.63
11:22:51 AM  all   75.21    0.00   14.88    1.94    0.00    3.63    0.00    0.00    0.00    4.34
11:22:52 AM  all   74.82    0.00   14.50    2.40    0.00    3.15    0.00    0.00    0.00    5.13
11:22:53 AM  all   72.58    0.00   14.85    3.43    0.00    3.17    0.00    0.00    0.00    5.97
11:22:54 AM  all   73.41    0.00   13.89    3.39    0.00    2.67    0.00    0.00    0.00    6.65
11:22:55 AM  all   81.21    0.00   12.89    0.71    0.00    2.93    0.00    0.00    0.00    2.26
11:22:56 AM  all   78.54    0.00   13.29    1.17    0.00    4.02    0.00    0.00    0.00    2.98
11:22:57 AM  all   73.99    0.00   14.23    2.24    0.00    3.76    0.00    0.00    0.00    5.79
11:22:58 AM  all   73.13    0.00   14.57    1.93    0.00    4.11    0.00    0.00    0.00    6.26
11:22:59 AM  all   75.85    0.00   14.70    2.39    0.00    3.57    0.00    0.00    0.00    3.49
11:23:00 AM  all   77.91    0.00   14.28    1.22    0.00    3.82    0.00    0.00    0.00    2.77
11:23:01 AM  all   80.86    0.00   13.54    0.59    0.00    4.05    0.00    0.00    0.00    0.96
11:23:02 AM  all   79.16    0.00   14.49    1.13    0.00    3.84    0.00    0.00    0.00    1.38
