       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    851.51   1412.73
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1161.10   1626.20
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    830.01   1216.11
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1117.88   1574.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1045.34   1398.03
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1147.23   1623.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00    956.57   1329.16
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    985.50   1236.31
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    822.50   1091.39
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00   1051.25   1286.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1067.14   1536.77
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    979.97   1341.31
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    962.36   1402.73
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1016.49   1412.70
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1102.32   1533.49
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1201.83   1674.14
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1025.86   1356.95
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    960.73   1106.45
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1152.34   1425.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1102.04   1554.36
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1266.82   1797.07
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1073.49   1523.75
    0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00   1396.15   1811.63
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1328.75   1755.46
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00    936.57   1493.85
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    967.46   1408.48
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1084.00   1424.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1161.51   1568.83
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1021.55   1163.16
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1050.17   1393.99
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1070.13   1634.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1034.92   1474.29
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1103.60   1433.25
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1063.00   1415.07
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    910.48   1377.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    996.12   1450.40
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1056.03   1347.91
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1142.61   1324.71
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1062.79   1306.09
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1039.38   1417.67
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1012.11   1433.53
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1038.28   1365.95
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1010.40   1353.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1051.97   1351.65
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    844.11   1081.88
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    678.34   1104.05
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    820.74    986.10
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1342.52   1779.92
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1332.88   1818.53
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1443.20   2026.81
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1067.90   1618.53
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1289.27   1701.97
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1205.07   1616.01
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1180.88   1513.86
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1372.31   1679.48
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1262.80   1914.57
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1237.89   1737.45
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1220.21   1740.39
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1205.23   1709.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1310.86   1879.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1286.94   1876.58
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1350.28   1718.95
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1402.30   1734.42
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1270.41   1733.38
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1249.90   1744.59
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1169.68   1806.07
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1106.18   1535.71
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1261.48   1667.17
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1228.80   1650.72
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1206.01   1574.14
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1243.42   1763.54
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1357.88   1648.04
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1363.14   1728.47
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1303.57   1819.84
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1091.29   1474.61
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1014.51   1591.82
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1204.94   1659.13
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1601.07   2167.40
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1387.07   1858.34
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1226.46   1653.95
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    954.37   1417.93
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1221.30   1783.37
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1341.90   1730.41
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1225.29   1713.45
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1239.01   1570.11
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1184.12   1616.58
    0.00      0.00      0.00      0.00      0.00      0.00      0.39      0.00      0.00      0.00   1149.39   1605.35
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1101.52   1516.80
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1311.48   1772.65
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1373.66   1806.47
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1075.88   1602.13
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1099.67   1537.66
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00    990.38   1461.74
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1080.81   1499.38
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1486.11   1915.33
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1104.38   1498.21
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1145.94   1658.73
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1099.39   1524.67
    0.00      0.00      0.00      0.00      0.00      0.00      0.06      0.00      0.00      0.00   1061.91   1546.52
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1168.05   1628.45
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1277.20   1845.00
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1124.38   1438.42
       eth0                eth1                eth2                eth3                eth4                eth5       
 KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out   KB/s in  KB/s out
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1093.42   1471.05
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1265.85   1828.60
    0.00      0.00      0.00      0.00      0.00      0.00      0.45      0.00      0.00      0.00   1733.70   2226.31
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00   1158.20   1644.95
    0.00      0.00      0.00      0.00      0.00      0.00      0.12      0.00      0.00      0.00    857.94   1317.75
